day
8777.329
8776.488
8771.927
8771.476
8765.688
8757.388
8755.625
8741.976
8736.919
8747.6045
8752.107
8751.813
8741.603
8749.645
8744.707
8740.661
8736.076
8752.792
8765.387
8770.8
8771.163
8771.228
8772.286
8772.396
8775.51
8777.747
8782.108
8781.877
8785.155
8785.468
8784.576
8788.613
8791.704
8793.709
8792.887
8794.336
8795.47
8794.576
8794.987
8802.414
8805.958
8809.581
8808.581
8806.6455
8803.193
8804.981
8812.007
8811.936
8816.554
8821.824
8822.231
8822.279
8826.306
8836.234
8838.4795
8839.962
8840.773
8827.426
8829.749
8842.237
8845.418
8848.178
8851.458
8858.176
8865.925
8868.469
8868.355
8872.182
8872.633
8869.272
8873.798
8877.338
8884.571
8870.94
8858.977
8852.794
8856.224
8864.974
8852.856
8850.968
8866.482
8862.486
8855.184
8863.953
8865.704
8847.125
8847.787
8843.253
8830.828
8808.375
8815.257
8823.17
8839.9
8842.692
8849.43
8858.292
8864.808
8864.622
8871.701
8879.525
8878.798
8883.771
8886.931
8887.218
8890.235
8889.419
8886.746
8886.235
8875.924
8874.212
8874.8
8879.747
8868.846
8872.037
8888.74
8897.142
8897.081
8907.531
8918.393
8927.479
8933.95
8935.241
8935.692
8928.241
8914.233
8915.972
8920.139
8927.84
8917.833
8921.797
8913.494
8907.575
8900.067
8905.3955
8910.379
8903.276
8890.42
8885.279
8887.165
8888.13
8891.754
8903.889
8882.224
8874.127
8863.58
8855.743
8852.027
8849.1
8854.611
8841.466
8838.54
8847.7705
8835.071
8837.497
8841.349
8848.636
8859.725
8855.726
8850.083
8839.1455
8845.411
8858.85
8868.33
8884.09
8902.772
8906.136
8912.337
8922.208
8918.863
8904.943
8896.743
8898.569
8893.964
8896.692
8888.929
8905.057
8907.04
8921.456
8920.73
8913.004
8903.294
8883.746
8873.823
8862.88
8859.155
8835.983
8832.748
8791.076
8784.934
8736.295
8753.084
8719.787
8740.087
8754.371
8775.073
8775.289
8776.281
8745.841
8725.368
8721.148
8742.187
8758.786
8751.373
8759.755
8781.367
8789.033
8795.853
8788.577
8767.767
8754.605
8770.931
8766.003
8742.959
8741.325
8743.442
8754.247
8771.382
8782.224
8777.343
8776.97
8755.712
8722.509
8714.875
8730.629
8745.613
8737.334
8745.727
8730.787
8709.105
8712.582
8722.094
8738.065
8741.531
8767.577
8773.689
8783.951
8783.803
8797.04
8781.389
8791.49
8788.158
8790.379
8812.092
8826.24
8813.606
8823.972
8854.633
8864.125
8843.966
8815.596
8822.4375
8840.532
8839.912
8847.302
8857.691
8828.218
8830.541
8852.062
8850.88
8852.555
8837.208
8822.65
8820.758
8800.189
8790.71
8769.852
8762.028
8781.373
8788.842
8830.922
8839.62
8842.768
8850.443
8856.804
8862.422
8847.246
8859.488
8848.347
8840.462
8827.614
8827.94
8827.475
8819.227
8844.929
8851.305
8858.642
8871.226
8874.1045
8863.16
8872.321
8868.239
8882.985
8888.09
8889.318
8884.905
8886.818
8893.252
8893.566
8895.676
8891.884
8896.355
8905.83
8911.992
8922.202
8923.487
8921.028
8928.065
8927.313
8920.628
8918.619
8916.192
8923.111
8923.52
8937.982
8939.458
8943.09
8944.439
8945.399
8937.494
8942.536
8943.804
8935.274
8944.794
8950.795
8953.642
8951.872
8955.843
8956.46
8956.526
8958.749
8954.298
8956.053
8956.073
8954.735
8935.872
8939.08
8945.818
8948.498
8952.653
8973.91
8979.767
8986.88
8986.53
8987.241
8980.897
8975.409
8966.898
8968.318
8983.546
8982.369
8975.709
8976.272
8982.495
8988.659
8983.826
8971.331
8967.455
8954.362
8932.19
8935.446
8952.26
8943.091
8948.139
8967.067
8963.213
8956.475
8961.1455
8952.512
8957.714
8966.898
8979.502
8984.399
8984.233
8990.558
8990.773
8985.075
8968.252
8962.089
8953.467
8942.674
8942.098
8938.589
8926.489
8918.21
8913.211
8898.166
8888.388
8897.693
8899.326
8899.263
8902.273
8896.348
8906.229
8894.1045
8889.344
8864.555
8857.325
8857.276
8881.646
8891.21
8902.119
8892.247
8904.675
8900.37
8913.496
8926.657
8927.421
8936.576
8937.365
8915.196
8916.55
8904.127
8904.229
8912.183
8911.649
8936.835
8941.33
8949.422
8946.926
8935.29
8929.601
8920.699
8914.33
8909.982
8927.187
8926.197
8933.432
8944.407
8950.01
8940.337
8929.351
8917.5625
8920.069
8939.554
8960.999
8965.486
8960.889
8957.125
8947.364
8965.424
8970.828
8977.013
8979.043
8978.599
8982.602
8979.753
8979.53
8978.753
8986.645
8990.534
8991.089
8984.856
8980.778
8969.091
8976.104
8974.116
8971.794
8971.734
8961.741
8968.133
8964.091
8964.454
8987.482
8993.357
8989.948
8996.036
8998.118
9018.485
9027.541
9025.664
9026.658
9028.139
9030.271
9028.992
9026.806
9016.6
9010.443
9016.082
9012.289
9019.179
9017.239
9018.174
9026.153
9031.02
9029.471
9018.645
9004.322
8999.678
8998.745
9007.564
9021.502
9024.746
9024.831
9005.212
9001.794
8977.843
8970.747
8971.345
8971.58
8970.599
8983.213
8972.553
8972.505
8984.877
8958.077
8941.896
8938.487
8937.354
8931.643
8913.829
8907.396
8909.6875
8928.668
8932.023
8937.529
8954.695
8954.418
8946.522
8954.822
8959.754
8961.234
8956.098
8953.84
8960.95
8965.999
8974.727
8977.95
8986.183
8987.586
8980.978
8976.398
8984.846
8997.368
8990.495
8995.106
8984.463
8977.606
8973.806
8971.191
8955.915
8968.215
8999.615
9003.814
9009.428
9005.774
8999.926
9004.667
9013.206
9016.529
9019.134
9022.369
9020.737
9028.727
9035.407
9042.874
9050.956
9057.087
9065.33
9065.512
9072.904
9069.846
9064.493
9078.381
9067.795
9076.024
9078.041
9074.265
9078.537
9077.059
9081.6
9078.795
9077.431
9077.998
9083.457
9073.617
9067.344
9078.052
9058.332
9066.492
9085.136
9086.34
9090.379
9094.977
9108.557
9115.232
9119.941
9127.746
9134.259
9135.737
9136.629
9145.417
9144.295
9137.882
9137.2295
9142.765
9134.403
9142.384
9136.993
9147.688
9145.923
9151.16
9151.421
9160.729
9150.737
9154.997
9151.364
9155.782
9162.642
9177.14
9186.084
9187.694
9160.596
9172.619
9159.8955
9149.581
9148.83
9150.561
9166.521
9164.627
9167.076
9168.697
9180.008
9184.015
9170.403
9181.879
9198.375
9200.545
9210.256
9216.964
9215.775
9219.467
9217.228
9229.92
9238.218
9235.162
9247.615
9247.477
9253.133
9245.523
9243.105
9243.566
9254.825
9245.269
9246.246
9224.317
9235.518
9228.906
9205.257
9209.901
9232.121
9234.525
9222.913
9207.934
