week
9690.145
9691.963
9758.65
9762.643
9699.491
9705.913
9775.225
9759.933
9782.889
9809.997
9829.021
9843.511
9852.272
9878.943
9880.215
9911.239
9916.489
9930.439
9938.688
9916.588
9961.65
9963.349
9969.339
9972.047
9923.705
9965.382
9953.587
9982.436
9948.255
9916.834
9900.604
9905.968
9851.468
9897.3125
9923.282
9891.733
9935.729
9906.043
9923.442
9903.62
9945.078
9962.522
9965.749
9971.583
9963.664
9958.358
9987.724
10011.737
10003.725
10008.268
10008.811
10017.341
9974.261
9975.114
9987.829
9936.464
9938.556
9945.337
9951.435
9980.792
9991.398
9971.989
9969.561
9991.96
10012.108
10029.761
10052.784
10056.539
10061.741
10064.582
10054.063
10084.872
10100.186
10100.778
10109.181
10116.749
10117.365
10123.359
10120.296
10128.875
10142.8545
10151.544
10160.241
10159.177
10143.372
10140.276
10152.757
10114.861
10129.646
10153.439
10160.613
10165.288
10160.485
10159.301
10154.56
10126.7
10114.104
10120.7705
10145.618
10164.778
10150.797
10142.095
10115.135
10143.986
10161.128
10170.786
10164.4795
10170.126
10178.568
10179.838
10168.786
10170.611
10164.379
10185.727
10188.685
10180.776
10170.937
10171.478
10149.291
10128.563
10163.487
10169.292
10170.495
10178.252
10173.2295
10170.942
10171.057
10176.023
10162.425
10163.995
10174.344
10172.572
10165.674
10177.066
10160.947
10173.441
10172.119
10176.413
10167.406
10166.158
10168.761
10164.374
10167.152
10165.134
10156.657
10141.785
10153.143
10167.326
10169.755
10164.354
10160.432
10162.32
10157.794
10156.77
10147.22
10137.424
10156.101
10169.736
10174.852
10170.525
10161.5205
10154.549
10146.588
10138.184
10121.424
10145.929
10135.397
10121.1455
10131.679
10130.503
10130.394
10138.491
10138.689
10135.038
10128.801
10120.304
10109.7295
10118.004
10120.205
10115.536
10119.335
10120.723
10116.979
10117.695
10112.855
10115.028
10114.139
10106.471
10107.308
10106.301
10113.26
10116.231
10107.593
10116.867
10121.575
10116.867
10113.765
10117.988
10120.692
10128.658
10071.841
10114.462
10144.218
10153.083
10146.185
10139.992
10174.542
10178.803
10175.51
10175.987
10169.508
10153.191
10141.833
10145.855
10140.285
10130.255
10131.185
10131.118
10138.855
10125.883
10115.37
10109.891
10131.168
10139.506
10140.337
10154.696
10166.8125
10181.022
10178.083
10179.982
10178.148
10167.235
10157.366
10152.74
10149.508
10137.623
10128.305
10129.772
10121.109
10128.242
10129.275
10129.459
10122.72
10126.791
10119.54
10132.118
10132.421
10120.317
10106.955
10099.137
10097.224
10090.954
10086.169
10082.975
10082.595
10079.713
10088.404
10093.313
10094.334
10096.294
10098.753
10099.741
10099.577
10103.858
10098.643
10081.804
10067.198
10053.734
10031.528
10004.669
9986.133
9975.286
9969.33
9966.247
9962.761
9960.358
9954.398
9937.185
9914.416
9895.118
9878.54
9869.649
9869.824
9870.434
9870.875
9872.38
9877.343
9867.484
9858.5
9852.395
9848.2
9846.859
9843.425
9837.041
9825.717
9812.417
9808.74
9801.651
9798.646
9791.377
9784.476
9766.924
9749.678
9742.185
9742.007
9743.7295
9749.119
9738.978
9721.059
9712.931
9694.132
9674.029
9655.022
9624.83
9609.997
9594.533
9592.27
9583.69
9568.058
9544.344
9517.415
9492.661
9480.871
9471.949
9443.043
9411.564
9379.496
9371.509
9417.173
9450.229
9451.833
9432.726
9446.307
9447.867
9460.455
9503.58
9518.673
9509.443
9487.617
9509.583
9518.452
9511.298
9492.133
9476.829
9489.942
9477.885
9448.649
9461.559
9486.26
9503.37
9479.27
9457.968
9442.624
