VDIGX
0.0279673
0.0015464
-0.0432426
0.0175937
0.0362029
0.0201865
0.0322436
-0.0171258
0.0318181
0.0140133
0.0738303
0.0197414
0.0279437
0.0180353
0.0479010
-0.0047738
-0.0089805
0.0071197
-0.0084146
-0.0241823
0.0763561
0.0276247
0.0213674
-0.0113569
0.0473585
-0.0270441
-0.0328488
0.0824313
0.0291923
-0.0168976
-0.0013304
-0.0377947
-0.0173855
0.0463249
-0.0341124
-0.0627859
0.1150745
-0.0435365
0.0399158
0.0196464
0.0239235
-0.0514019
0.0009974
0.0701133
0.0615485
-0.0209729
-0.0166669
0.0208606
-0.0267350
-0.0027194
-0.0415814
0.0912699
-0.0223273
-0.0608993
-0.0488567
-0.0202808
-0.0621021
-0.0001709
-0.0051372
0.0223752
-0.0270719
-0.0008718
0.0602091
-0.0174609
-0.0270044
-0.0511707
-0.1098965
0.0290457
-0.1149194
0.0491847
0.0285716
-0.0608974
-0.0352673
-0.0153304
-0.0047904
0.0770156
0.0715088
0.0114703
0.0195306
0.0224495
-0.0089821
0.0493455
0.0182343
0.0508949
0.0256228
0.0176524
-0.0130097
-0.0123025
0.0017793
0.0159863
-0.0185765
0.0062833
0.0160577
0.0079014
0.0365849
0.0210087
-0.0108503
0.0269131
-0.0163802
-0.0066607
0.0167645
-0.0189616
0.0413523
-0.0048902
0.0065520
-0.0146461
0.0330308
-0.0071943
0.0363627
0.0117647
0.0131779
0.0107118
-0.0204389
-0.0092736
0.0355275
0.0251141
0.0178171
0.0291760
0.0163006
0.0160392
0.0206880
-0.0196744
0.0083045
0.0459850
0.0347769
-0.0196577
-0.0170972
0.0079678
0.0349146
0.0070016
-0.0189630
-0.0199740
-0.0399118
-0.0139081
0.0084625
0.0356644
0.0189062
-0.0735588
0.0141102
0.0220799
-0.0578398
-0.1479289
-0.0355902
-0.0027001
-0.0495364
-0.0912584
0.0739956
0.0580711
0.0548839
-0.0211641
0.0632001
0.0291842
0.0341950
-0.0008065
0.0661828
-0.0030279
-0.0155972
0.0156007
0.0437788
0.0161884
-0.0753075
-0.0501179
0.0721259
-0.0326339
0.0795183
0.0275299
-0.0050690
0.0465793
0.0309514
0.0231607
0.0039950
0.0364718
0.0019195
-0.0166029
-0.0206167
-0.0254521
-0.0432991
0.0854886
0.0125742
0.0078432
0.0357691
0.0265654
0.0227976
0.0000000
-0.0512049
0.0292062
0.0212173
0.0152720
0.0168472
-0.0124263
0.0029956
-0.0059737
0.0649214
0.0159817
0.0376404
0.0308612
0.0126048
-0.0150413
0.0516951
-0.0262890
0.0311526
0.0367574
0.0330253
0.0042313
-0.0284577
0.0474326
0.0135387
0.0065344
0.0123851
0.0009064
-0.0097396
0.0378229
-0.0048888
0.0272442
0.0286957
-0.0240912
-0.0043157
0.0493993
-0.0279900
0.0155645
0.0082933
-0.0316017
0.0448204
-0.0604232
-0.0059716
0.0757858
0.0038657
-0.0402221
0.0017539
0.0027548
0.0521978
0.0087963
0.0056273
0.0077490
0.0258832
0.0016785
-0.0113112
-0.0313559
0.0297464
-0.0046727
0.0300371
0.0455314
-0.0052421
0.0177209
0.0180217
-0.0019668
0.0229285
-0.0035020
0.0179619
0.0038359
0.0378295
-0.0224595
0.0878997
-0.0430881
-0.0255161
0.0248736
0.0125427
-0.0037535
0.0495741
0.0188063
0.0181045
-0.0505578
0.0440690
-0.1396412
0.1355962
0.0372647
0.0303705
0.0329254
-0.0261232
0.0504293
0.0253646
0.0143814
0.0016485
-0.0055958
0.0251571
-0.0132384
0.0420327
-0.0832517
-0.1007835
0.0898627
0.0429247
-0.0115102
0.0523274
0.0584658
-0.0057473
-0.0388565
0.1065819
0.0036231
-0.0229987
0.0238918
0.0574150
0.0557366
0.0143925
-0.0051842
0.0426660
0.0156209
-0.0427529
0.0623637
-0.0248653
0.0325972
0.0054243
-0.0137349
0.0040172
-0.0112616
-0.0038771
-0.0594941
0.0613551
-0.0305578
-0.0754772
0.0991554
0.0560615
-0.0506603
