FSELX
-0.13514
0.11176
0.07448
0.00512
-0.18121
0.00619
-0.14798
-0.03624
-0.03596
0.17414
0.00725
0.34339
-0.19762
-0.10517
0.02942
-0.04496
0.15440
-0.01940
-0.04029
0.24800
-0.11616
-0.16432
-0.12030
-0.13230
-0.17124
0.18648
-0.03877
-0.02029
-0.03401
-0.16130
-0.02971
-0.06600
0.02087
-0.10104
-0.08733
-0.08011
-0.11016
-0.24036
-0.03753
0.08216
0.06721
-0.10355
0.07645
-0.14246
0.24893
0.08377
0.35422
0.18242
-0.29282
0.41679
0.07725
-0.20472
0.07645
-0.02151
0.01116
0.09346
0.44531
-0.19315
-0.14407
-0.01664
-0.02126
0.13711
-0.11901
0.12441
0.06329
0.23219
0.16895
0.08921
0.25480
-0.14736
-0.19846
0.28190
0.04413
-0.06265
0.01055
-0.10692
-0.13321
0.03210
-0.07748
-0.11138
0.04268
-0.10957
-0.03981
0.00740
-0.05781
0.01809
0.02440
0.11568
-0.08149
0.03354
0.16904
0.10317
-0.05079
-0.06458
-0.02927
-0.04156
0.04770
-0.07372
0.03813
0.05189
-0.09632
0.00715
-0.08159
0.01499
-0.00685
0.08127
-0.10396
-0.00137
-0.08667
0.02747
0.00583
-0.03014
0.10451
0.02952
0.06220
-0.06766
0.00284
-0.01879
-0.04136
0.02601
-0.01372
-0.03770
0.03036
-0.05963
-0.00699
-0.03073
0.00836
-0.01089
-0.02324
0.01418
0.09252
0.00504
0.18074
0.03309
-0.00721
-0.07396
-0.05427
0.11212
0.05837
-0.03456
0.21277
0.20000
0.19015
-0.04106
0.04309
0.01798
-0.13861
-0.12518
-0.05114
-0.02739
-0.14334
-0.04198
-0.02995
0.09588
-0.05083
-0.11831
0.10959
-0.06354
-0.07509
-0.01651
0.07096
0.09215
-0.03022
0.10893
-0.13367
-0.07673
-0.02303
-0.08435
-0.07159
-0.02455
0.05434
-0.06572
0.00166
0.07645
0.03781
0.11060
0.04358
-0.11073
0.04101
0.02036
-0.13179
-0.04541
-0.02506
0.06487
0.13236
-0.02684
0.01085
-0.01978
0.04328
0.06123
-0.03544
-0.03571
-0.05975
-0.02870
-0.02695
0.01992
-0.07281
0.00744
-0.05019
0.01580
-0.04558
-0.00967
-0.01157
-0.05560
-0.01216
-0.07055
-0.03325
0.01552
-0.04497
-0.06486
0.02165
-0.05294
0.01912
-0.01189
-0.04710
-0.01085
-0.01056
-0.06998
0.02088
0.05987
-0.11318
0.08445
0.04705
0.03647
0.02031
-0.08722
-0.04276
0.11073
0.02100
-0.02347
-0.08247
0.07815
-0.10837
0.01149
-0.09124
-0.05395
-0.05006
0.02795
-0.04319
-0.01340
-0.03536
-0.03388
-0.03231
0.05103
-0.09543
0.04306
-0.02673
-0.02331
-0.04044
-0.07888
-0.03981
0.13094
-0.15086
0.00391
0.00857
0.10682
-0.10869
0.04626
-0.01056
-0.02069
0.03664
0.14769
-0.03751
0.28717
-0.24489
-0.06057
-0.02183
-0.10177
0.21196
-0.11876
-0.05915
0.03801
-0.04291
-0.06047
-0.05390
-0.03674
-0.01003
0.06713
0.14700
-0.06455
-0.12928
-0.06470
-0.03095
-0.06736
-0.00953
-0.00365
-0.15074
-0.00617
-0.05479
-0.05856
-0.01346
0.03603
-0.07331
-0.07121
0.00628
-0.05065
0.04623
-0.08811
-0.13590
0.02475
0.11662
0.01285
-0.03529
0.26860
-0.09271
0.22969
-0.17217
0.09873
0.15441
-0.02926
-0.16805
0.15264

