Barclay
0.036200
0.011800
-0.009900
0.004900
0.040600
0.031100
0.047000
0.005200
0.040500
-0.012700
-0.001900
0.012900
-0.001900
0.037600
0.035400
0.011500
-0.016800
0.002300
-0.004600
-0.078100
0.010500
0.021700
0.037800
0.029500
0.022300
-0.008400
0.034800
0.049200
0.011500
0.041300
0.008200
0.003200
0.007400
0.019000
0.053300
0.077300
0.009500
0.067600
0.017400
-0.014700
-0.010000
0.032600
0.000600
0.037400
-0.007100
-0.010700
-0.025200
0.022000
0.030400
-0.014400
-0.011100
0.020200
0.014700
0.005100
-0.005700
-0.001800
-0.025800
0.018400
0.020200
0.017100
0.006600
-0.004800
0.018700
0.006200
0.003800
-0.014900
-0.022400
0.005900
-0.012400
0.007200
0.020900
0.000100
0.005300
0.000900
0.001200
0.025300
0.032300
0.013500
0.011600
0.016600
0.009700
0.022900
0.009400
0.018300
0.018100
0.011400
0.006500
-0.012200
-0.004400
0.007000
-0.008500
0.001200
0.015200
0.008400
0.027000
0.015600
0.001200
0.020200
-0.008600
-0.015300
0.008500
0.015200
0.022900
0.010600
0.021800
-0.014100
0.019200
0.021400
0.035000
0.006100
0.019700
0.017300
-0.018400
-0.003900
0.000200
0.009600
0.001100
0.018000
0.017600
0.016100
0.011300
0.007900
0.009100
0.015900
0.020000
0.007200
0.003700
-0.014500
0.025100
0.028700
-0.020700
0.005200
-0.032600
0.012300
-0.023800
0.019300
0.018200
-0.017300
-0.021000
-0.012100
-0.069900
-0.084100
-0.028000
0.003700
-0.001400
-0.014600
0.020400
0.042700
0.055700
0.003700
0.029700
0.017800
0.031900
-0.000600
0.013300
0.018400
-0.004100
0.007600
0.028200
0.012700
-0.032300
-0.010500
0.019300
-0.004000
0.034700
0.019800
0.005100
0.029300
0.004400
0.011600
0.002300
0.011400
-0.008500
-0.010500
-0.000900
-0.036900
-0.042900
0.034500
-0.013700
-0.004500
0.031000
0.023100
0.000300
-0.005800
-0.030400
0.005900
0.007400
0.009800
0.016100
0.001200
0.005300
0.017000
0.024800
0.002800
0.013700
0.005400
0.008700
-0.015200
0.016200
-0.006100
0.020300
0.017100
0.007600
0.011400
-0.004100
0.018700
-0.000700
-0.002000
0.011100
0.013800
-0.005800
0.011600
-0.012600
-0.002900
0.006000
-0.004200
-0.001000
0.022000
0.004200
0.010800
0.008100
-0.010900
-0.005500
-0.025000
-0.016900
0.022200
0.002200
-0.008600
-0.029900
-0.003500
0.024500
0.010300
0.006200
-0.000400
0.020400
0.007300
0.008900
-0.003100
0.008200
0.011400
0.013400
0.011100
0.005100
0.005900
0.003400
0.003700
0.010800
0.006300
0.010300
0.010800
0.006400
0.011500
0.020700
-0.015200
-0.007200
0.004500
0.007400
-0.004700
0.006200
0.001300
-0.000900
-0.033000
-0.004100
-0.027500
0.036400
0.012500
0.006100
0.011500
-0.017200
0.021100
0.004800
-0.009600
0.003200
0.007100
0.009900
0.016700
-0.001800
-0.028400
-0.091600
0.053700
0.026700
0.021700
0.026800
0.023900
-0.007000
-0.001100
0.058000
0.034400
0.010500
0.025600
0.011100
0.020400
0.010200
0.007700
-0.001800
0.010500
-0.009500
0.015700
-0.013800
0.011900
-0.026200
-0.009400
0.006000
-0.023900
-0.008200
-0.038500
0.025800
-0.003800
-0.039400
0.018600
0.028900
-0.012400
