SWANX
0.070704
-0.004256
-0.052136
0.070333
0.053075
0.043200
0.089724
-0.044335
0.059647
-0.046561
0.051021
-0.083911
0.119945
0.073098
0.040028
0.008778
-0.019411
0.049829
-0.014304
-0.153694
0.069369
0.061954
0.062457
0.047804
0.094395
-0.049853
0.043210
0.046154
-0.018665
0.069164
-0.032884
-0.001672
-0.023451
0.081761
0.020613
-0.006214
0.034392
0.037581
0.079265
-0.043288
-0.034062
0.025263
-0.021560
0.062959
-0.066634
-0.020095
-0.069077
-0.062609
0.097165
-0.089728
-0.063222
0.065312
0.003406
-0.016972
-0.025553
-0.069454
-0.069307
0.025368
0.056664
-0.003021
-0.008624
-0.021522
0.043205
-0.045181
-0.001577
-0.061611
-0.064815
0.008101
-0.091964
0.070796
0.027548
-0.054513
-0.021567
-0.022374
0.019900
0.069269
0.053832
0.012987
0.019658
0.016764
-0.006595
0.054771
0.017310
0.040217
0.018848
0.011037
-0.002911
-0.016788
0.010393
0.023512
-0.036612
0.002235
0.016357
0.010241
0.062274
0.029312
-0.013800
0.042770
-0.015625
-0.029101
0.038828
0.007869
0.036435
-0.006277
0.020215
-0.021053
0.043643
-0.004242
0.026293
0.008944
0.009456
0.009953
-0.018551
-0.004134
0.004152
0.021264
0.030653
0.032548
0.017391
-0.008013
0.042455
-0.014791
0.007507
0.049494
0.037019
-0.029829
-0.030746
0.011961
0.034429
0.017884
-0.031723
-0.022177
-0.046919
-0.030635
-0.021444
0.044982
0.029249
-0.083110
-0.001754
0.018747
-0.079931
-0.160625
-0.064036
0.011933
-0.044407
-0.109715
0.064911
0.066255
0.049710
0.005525
0.069074
0.032305
0.037696
-0.022618
0.051893
0.008000
-0.025312
0.032899
0.053749
0.012594
-0.076492
-0.065993
0.059841
-0.059184
0.090383
0.046419
0.006971
0.059157
0.034640
0.036543
0.016788
0.024766
-0.015574
-0.014730
-0.034330
-0.069381
-0.071473
0.115461
0.001190
-0.002377
0.057083
0.043825
0.028899
-0.010069
-0.064240
0.014874
0.038895
0.015193
0.030654
-0.016222
0.005851
0.000529
0.063818
0.013534
0.031652
0.014381
0.021267
-0.015733
0.060178
-0.030598
0.026532
0.045454
0.034101
-0.056059
0.046937
0.042986
0.014317
0.001283
0.026057
0.028310
-0.014980
0.045212
-0.016909
0.019200
0.034144
-0.142695
0.134715
0.057247
-0.009025
-0.006071
0.024869
-0.019583
0.023447
-0.063640
-0.028093
0.076923
0.010389
-0.167952
0.076813
-0.008954
0.068323
-0.000529
0.022211
-0.006208
0.041124
0.003500
0.000498
-0.021414
0.039695
0.000000
0.038292
0.044562
0.006881
0.013212
0.013040
0.005770
0.020741
0.008647
0.019717
0.023960
0.027504
-0.092689
0.174921
-0.040218
-0.017896
-0.003111
0.023629
-0.000435
0.033115
0.029945
-0.006552
-0.076669
0.015625
-0.210549
0.240184
0.033898
0.015897
0.039120
-0.065412
0.069486
0.015066
-0.021336
0.012796
0.023397
0.036580
-0.003088
0.023664
-0.091192
-0.130201
0.134496
0.046627
0.018009
0.051210
0.069973
-0.048013
-0.033043
0.091277
-0.004944
0.037721
0.016304
0.052653
0.050801
0.008553
0.022493
0.022358
0.027866
-0.056280
0.062545
-0.002396
-0.183190
0.242618
-0.036649
0.019022
-0.078222
0.009643
-0.076409
0.077560
-0.038388
-0.086826
0.063388
0.058068
-0.182127

