FDVLX
0.1480508
0.0102570
-0.0110922
0.0076042
0.0794338
0.0450974
0.0660642
-0.0210228
0.0435896
-0.0672605
0.0162992
-0.1245751
0.1545156
0.0770942
0.0369925
0.0149329
-0.0235410
-0.0118874
-0.0567603
-0.1638225
0.0135337
0.1000426
0.0312144
-0.1339690
0.1568969
-0.0218249
0.0102637
0.1890462
0.0092867
0.0465582
-0.0425525
-0.0391188
-0.0345945
-0.0390027
0.0002060
-0.0976312
0.0513481
-0.0706440
0.1055598
0.0369288
0.0339743
-0.0611830
0.0120683
0.0414977
-0.0325166
0.0127813
0.0011684
0.0819327
0.0410500
0.0341032
-0.0229414
0.0526203
0.0412272
-0.0082256
0.0071358
-0.0185750
-0.1098538
0.0223591
0.0709689
0.0312312
0.0138861
0.0183719
0.0638058
-0.0019638
0.0023252
-0.0565665
-0.1007173
0.0012630
-0.1027956
0.0475635
0.0840975
-0.0429134
-0.0250855
-0.0147060
0.0033924
0.0755011
0.0844512
0.0050238
0.0230728
0.0473595
-0.0206357
0.0610117
0.0217583
0.0490109
0.0291375
0.0312992
-0.0064054
-0.0231777
0.0133569
0.0472942
-0.0361268
-0.0039940
0.0416412
0.0173226
0.0634553
-0.0243600
0.0402969
0.0358670
-0.0131906
-0.0328597
0.0469331
0.0243400
0.0524906
-0.0090563
0.0060496
-0.0326252
0.0589870
-0.0523294
0.1268175
-0.0013809
0.0170979
0.0097651
-0.0314602
-0.0065723
-0.0091603
0.0270929
0.0190024
0.0283400
0.0308996
-0.0672375
0.1173815
0.0093831
0.0064352
0.0414449
0.0377487
-0.0159968
-0.0428681
0.0045370
0.0233933
0.0139187
-0.0641741
-0.1054265
0.0372940
-0.0343027
-0.0042391
0.0571050
0.0247189
-0.0979808
-0.0141226
0.0310880
-0.1321312
-0.2544278
-0.1210599
0.0358629
-0.1014959
-0.1239460
0.0949629
0.2256084
0.0595268
-0.0230148
0.1286375
0.0730507
0.0520598
-0.0607214
0.0511384
0.0453461
-0.0194281
0.0444445
0.0733434
0.0514105
-0.0939610
-0.0784978
0.0857353
-0.0563069
0.1005195
0.0434712
0.0065534
0.0647959
0.0451584
0.0310603
0.0102698
0.0283274
-0.0163437
-0.0333646
-0.0354864
-0.0866629
-0.1008656
0.1293317
-0.0111577
-0.0053283
0.0796004
0.0443494
0.0231378
-0.0099284
-0.0747908
0.0365799
0.0156837
0.0318844
0.0263265
0.0009453
0.0115998
0.0178663
0.0836713
0.0187454
0.0408899
0.0084343
0.0334559
-0.0099779
0.0557670
-0.0296987
0.0467863
0.0394737
0.0173796
0.0228105
-0.0072116
0.0481428
0.0079678
-0.0039987
0.0203546
0.0358712
-0.0302119
0.0451811
-0.0447098
0.0309280
0.0185840
-0.0159863
-0.0046002
0.0575493
0.0002569
0.0041125
0.0214163
-0.0255617
-0.0041149
-0.0538865
-0.0520425
0.0627699
-0.0029802
-0.1326088
0.0345648
0.0127374
0.0847307
0.0200369
0.0156545
-0.0192423
0.0470472
0.0063098
0.0029449
-0.0244386
0.0577725
0.0077107
0.0313019
0.0316551
-0.0026871
0.0094735
0.0006887
0.0134218
0.0209695
-0.0134709
0.0236008
0.0041173
0.0209938
-0.0269878
0.0748045
-0.0516991
-0.0151156
0.0123298
0.0109871
0.0134794
0.0207814
0.0154722
-0.0088210
-0.0978966
0.0152468
-0.2314488
0.2888099
0.0388947
-0.0019706
0.0463968
-0.0896226
0.0829015
0.0095695
-0.0559243
0.0471888
0.0153404
0.0472142
-0.0018033
-0.0099684
-0.1019828
-0.2702419
0.1642651
0.0507424
0.0259131
0.0355913
0.0598670
-0.0219666
0.0235293
0.1807732
0.0601770
0.0203695
0.0900826
0.0765732
0.0542254
0.0313961
-0.0116580
-0.0104849
0.0205297
-0.0292017
0.0508021
-0.0388041
-0.0277961
0.0718400
0.0133146
0.0221300
-0.0595399
0.0352518
-0.1264767
0.1002387
-0.0296457
-0.1229507
0.1274426
0.0663148
-0.1173144

