PGSGX
0.021212
-0.035608
-0.058462
-0.009804
0.133114
0.062135
0.080438
0.032995
0.089272
-0.043609
-0.022013
-0.089228
0.105889
0.081614
0.046434
0.015848
-0.060843
-0.001661
-0.069051
-0.299374
0.187843
0.038554
0.052204
0.061742
-0.004154
-0.078206
0.042986
0.046638
0.030051
0.070423
0.009398
-0.044693
0.020467
0.012417
0.045283
0.017148
0.079677
0.215686
-0.062317
-0.028147
-0.043443
0.084945
-0.067442
0.037406
0.026366
0.002529
-0.141295
0.056807
0.051755
-0.099447
-0.053170
0.101513
0.003921
0.007813
-0.022287
-0.032706
-0.119877
0.050058
0.060975
0.053291
-0.008929
-0.038038
0.067638
0.007797
-0.048635
-0.065819
-0.125821
0.016271
-0.055419
0.049544
0.057143
-0.065805
-0.028931
-0.025907
0.018617
0.057442
0.070370
0.010381
0.059360
0.056034
-0.028571
0.082983
0.035888
-0.001872
0.027204
0.005480
0.013624
-0.019713
0.029250
0.041741
-0.066496
-0.010959
0.051709
0.032484
0.058673
0.026506
-0.045664
0.027183
-0.028067
-0.062706
0.061620
0.039801
0.066188
-0.010471
0.005291
-0.030075
0.048837
-0.184035
0.347844
0.001652
0.053586
0.004695
-0.074767
0.002525
-0.065491
0.030548
0.007846
0.063149
0.033361
-0.132284
0.166822
0.009033
-0.002685
0.023339
0.059649
-0.006623
-0.024166
0.044406
0.041701
0.037677
-0.063540
-0.142972
0.037900
-0.042194
-0.014317
0.048045
0.022388
-0.066736
-0.014525
0.030612
-0.105611
-0.230012
-0.118211
0.090580
-0.079734
-0.093863
0.099602
0.144928
0.026898
0.046225
0.072165
0.028846
0.061415
-0.067924
0.041836
0.081606
-0.051497
0.046717
0.097708
0.048352
-0.063941
-0.072788
0.059179
-0.062714
0.141120
0.050107
0.059898
0.069923
-0.011638
0.057971
0.050514
0.039120
-0.020392
-0.025621
-0.046015
-0.100775
-0.119732
0.178455
-0.000923
-0.024954
0.084498
0.043750
0.027374
-0.019983
-0.086661
0.035349
-0.001797
0.041404
0.039758
-0.029094
-0.005993
-0.068906
0.162569
0.008711
0.051814
-0.002463
0.057613
0.011673
0.068462
-0.002880
0.059928
0.014305
0.036937
-0.065414
0.095270
0.051857
-0.033977
-0.084138
-0.021837
0.070054
-0.058993
0.054281
-0.045685
0.067629
0.005694
-0.063694
0.043706
0.080315
0.021866
-0.031384
0.036083
0.030561
0.008276
-0.093707
-0.074717
0.048939
0.048212
-0.117952
-0.065404
-0.026393
0.082329
0.025046
0.028959
0.005277
0.083990
0.020178
0.015031
-0.063133
0.072379
-0.041117
0.088501
0.045455
0.016949
0.024638
0.011315
0.035664
0.024308
0.011866
0.052769
0.023515
0.032648
-0.058548
0.137126
-0.010095
0.019796
-0.002353
0.080189
0.006550
0.000542
0.084011
-0.021500
-0.136944
0.017170
-0.218859
0.289014
0.083884
0.009141
0.035628
-0.079300
0.075997
0.021778
-0.048387
-0.012712
0.030043
0.079167
-0.045229
0.082345
-0.038592
-0.196576
0.166789
0.129093
0.042945
0.063101
0.077968
-0.006533
0.020197
0.160681
0.017057
0.081758
0.022084
-0.039803
0.037110
-0.049105
0.034428
-0.026703
0.007157
-0.039479
0.052610
-0.076533
-0.124313
-0.003215
-0.000563
0.003941
-0.127874
-0.040514
-0.067024
0.115661
0.001932
-0.088046
0.049331
0.000000
-0.064473

