VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1FTEF14Y7JPA,1,F,T,E,F,1,4,Y,7,J,P,A,48,1,6,12,481,31,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,4,12,1,65,12,0,0,0,0,17,0,0,1,0,481258,0,12481,1988,F15,COF,PK,000000000,G,00000000000,1170,1330,,,2,1,0,48,1,6,0,0,3,3,0,0,0,1,1,0,0,1,1,10,2,84,58,0,0,999,999,0,0,0,2007,2007,75964,6,14,18,41,12,2,2
1FMPU18L91LB,1,F,M,P,U,1,8,L,9,1,L,B,48,2,1,12,422,15,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481258,0,12422,2001,EPT,***,UT,000000000,*,00000000000,1191,0,,5417,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,77065,6,14,18,41,12,2,2
3G7DA03E61S5,3,G,7,D,A,0,3,E,6,1,S,5,48,1,1,22,401,14,92,0,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,8,46,1,65,64,46,0,0,0,17,0,0,1,0,481259,0,22401,2001,AZT,***,UT,000000000,*,00000000000,1083,0,,3779,,1,1,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,999,999,0,0,0,0,0,79603,6,14,0,23,46,0,1
KNAFB1214Y58,K,N,A,F,B,1,2,1,4,Y,5,8,48,1,1,63,31,4,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,4,12,1,63,65,12,0,0,0,17,0,0,1,0,481260,0,63031,2000,SPL,***,4D,000000000,*,00000000000,1008,0,,2478,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,28,58,0,999,999,0,0,0,0,0,77840,6,15,8,36,12,2,2
1FTHX25H9TEA,1,F,T,H,X,2,5,H,9,T,E,A,48,2,4,12,481,31,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,17,8,12,1,12,67,63,0,0,0,17,0,0,1,0,481260,0,12481,1996,F25,COF,PS,000000000,G,00000000000,1390,1550,,,2,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,77807,6,15,8,36,12,2,2
2G1WL52M6W91,2,G,1,W,L,5,2,M,6,W,9,1,48,1,1,20,20,4,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,1,0,0,0,16,8,8,0,8,0,0,0,0,0,17,0,0,1,0,481261,0,20020,1998,L/S,***,4D,000000000,*,00000000000,1075,0,,3330,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,78520,6,15,21,18,8,0,1
1FTYR14V4YTA,1,F,T,Y,R,1,4,V,4,Y,T,A,48,1,1,12,471,30,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,12,1,65,12,0,0,0,0,17,0,0,1,0,481262,0,12471,2000,RNS,RNG,PS,000000000,F,00000000000,1257,0,,,1,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,67,0,0,0,0,0,77577,6,15,16,11,12,2,3
1FTJW35F0SEA,1,F,T,J,W,3,5,F,0,S,E,A,48,2,5,12,481,31,48,2,0,1,998,1,0,0,0,1,4,98,0,0,0,0,12,12,0,6,3,2,0,0,0,1,4,12,0,12,12,0,0,0,0,17,0,2,1,88,481262,0,12481,1995,F35,COF,CW,888888888,D,88888888888,1680,0,,,2,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,77505,6,15,16,11,12,2,3
3GNGK26G11G2,3,G,N,G,K,2,6,G,1,1,G,2,48,3,1,20,431,16,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,10,10,0,4,2,3,0,0,0,1,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481262,0,20431,2001,K25,***,UT,000000000,*,00000000000,1300,0,,5760,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,77511,6,15,16,11,12,2,3
1GCEC14Z2SZ1,1,G,C,E,C,1,4,Z,2,S,Z,1,48,1,2,20,481,31,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,1,4,8,0,65,8,0,0,0,0,17,0,0,1,0,481263,0,20481,1995,GC1,GM4,PK,000000000,G,00000000000,1175,1315,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,999,999,0,0,0,0,0,77327,6,15,17,7,8,0,1
1FTNW21P24ED,1,F,T,N,W,2,1,P,2,4,E,D,48,1,1,12,481,31,48,1,2,0,998,1,0,0,0,0,0,0,0,5,0,0,99,99,0,6,1,2,0,0,0,17,4,1,1,63,63,1,30,38,0,17,0,0,1,0,481264,0,12481,2004,F2S,SRW,CW,000000000,D,00000000000,1562,1724,,,2,1,1,48,1,6,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,58,0,0,999,999,0,0,0,0,0,78064,6,15,1,21,1,0,1
1NXBU40E39Z0,1,N,X,B,U,4,0,E,3,9,Z,0,48,1,1,49,32,4,48,1,1,0,998,1,0,0,0,0,0,0,0,5,0,0,4,4,0,6,1,2,0,0,0,3,4,1,1,63,42,1,0,0,0,17,0,0,1,0,481265,0,49032,2009,CBL,***,4D,000000000,*,00000000000,1024,0,,2723,,1,0,48,1,6,0,0,3,3,0,0,0,1,0,0,0,1,0,10,10,58,0,0,0,999,999,0,0,0,2006,2006,77488,6,15,18,22,42,0,1
3GNEC16R3WG1,3,G,N,E,C,1,6,R,3,W,G,1,48,1,1,20,431,16,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,9,9,0,4,2,3,0,0,0,13,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481266,0,20431,1998,C15,***,UT,000000000,*,00000000000,1315,0,,4825,,1,0,48,1,6,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,6,38,39,0,999,999,0,0,0,0,0,75766,6,16,6,49,12,5,2
JYAVM01EX8A1,J,Y,A,V,M,0,1,E,X,8,A,1,48,2,1,76,705,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,16,8,12,1,12,0,0,0,0,0,17,0,0,1,0,481266,0,76705,2008,VS6,***,RS,000000000,*,00000000000,,,649,,,1,0,48,1,6,6,0,3,3,0,0,0,0,1,0,0,0,0,10,10,0,0,0,0,999,999,0,0,0,2007,2007,75766,6,16,6,49,12,5,2
2FTRX17294CA,2,F,T,R,X,1,7,2,9,4,C,A,48,1,1,12,481,31,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,1,8,8,0,8,0,0,0,0,0,17,0,0,1,0,481267,0,12481,2004,HER,COF,4C,000000000,G,00000000000,1390,1570,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,78404,6,16,21,26,8,0,1
1GNEC16T73J2,1,G,N,E,C,1,6,T,7,3,J,2,48,1,6,20,431,16,48,2,1,1,998,1,0,0,0,6,0,0,0,5,0,0,3,3,0,6,1,2,0,0,0,1,4,12,1,64,12,63,62,1,0,17,0,0,1,0,481268,0,20431,2003,C15,***,UT,000000000,*,00000000000,1300,0,,4914,,1,0,6,1,6,6,0,3,0,0,0,0,0,2,0,0,0,0,2,10,28,48,24,0,140,68,0,0,0,2009,2008,91708,6,16,3,11,12,7,2
5N1BV28U39N1,5,N,1,B,V,2,8,U,3,9,N,1,48,2,4,35,443,20,4,3,0,0,998,1,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,1,0,0,0,1,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481268,0,35443,2009,QST,***,SV,000000000,*,00000000000,1240,0,,4293,,1,0,4,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,72,0,0,0,0,0,85027,6,16,3,11,12,7,2
1G6KD54Y14U2,1,G,6,K,D,5,4,Y,1,4,U,2,48,1,2,19,3,4,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,481269,0,19003,2004,DFW,***,4D,000000000,*,00000000000,1153,0,,3978,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,77656,6,16,21,45,8,0,1
KNDJD7330452,K,N,D,J,D,7,3,3,0,4,5,2,48,1,1,63,402,14,48,1,1,0,998,1,0,0,0,0,0,0,0,5,0,0,9,9,0,6,1,2,0,0,0,1,4,1,1,63,64,53,38,1,31,17,0,0,1,0,481270,0,63402,2004,SOR,***,UT,000000000,*,00000000000,1067,0,,4306,,1,0,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,28,58,0,999,999,0,0,0,0,0,75124,6,16,9,10,53,0,1
JN8AS58TX8W0,J,N,8,A,S,5,8,T,X,8,W,0,48,1,1,35,51,6,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,29,1,63,29,0,0,0,0,17,0,0,1,0,481271,0,35051,2008,ROG,***,UT,000000000,*,00000000000,1059,0,,3267,,1,1,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,28,2,5,0,999,999,0,0,0,0,0,77441,6,17,15,0,29,0,1
3C4FY58B63T6,3,C,4,F,Y,5,8,B,6,3,T,6,48,1,2,6,52,1,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,14,12,0,6,1,2,0,0,0,1,4,42,1,33,63,65,64,42,0,17,0,0,1,0,481272,0,6052,2003,PTC,***,SV,000000000,*,00000000000,1030,0,,3066,,1,0,48,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,28,58,6,0,999,999,0,0,0,0,0,75090,6,17,12,57,33,0,1
3GNEC16T1YG2,3,G,N,E,C,1,6,T,1,Y,G,2,48,1,5,20,431,16,48,2,2,0,998,1,0,0,0,0,0,0,0,1,0,0,99,99,0,4,1,3,0,0,0,1,4,1,2,63,1,1,1,38,0,17,0,0,1,0,481273,0,20431,2000,C15,***,UT,000000000,*,00000000000,1300,0,,4914,,1,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,28,58,94,999,999,0,0,0,0,0,77868,6,17,18,56,1,0,1
2GCEK19K5N11,2,G,C,E,K,1,9,K,5,N,1,1,48,1,1,20,481,31,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,1,0,0,1,8,2,1,65,12,63,2,0,0,17,0,0,1,0,481274,0,20481,1992,GK1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,1,0,11,11,28,1,51,0,999,999,0,0,0,2008,2008,76671,6,18,6,55,12,2,2
1XKDDU9X04R0,1,X,K,D,D,U,9,X,0,4,R,0,48,2,1,85,881,66,48,3,1,1,998,1,0,0,0,1,6,8,0,2,0,0,12,12,0,6,2,2,0,0,0,1,8,12,0,12,65,64,62,1,0,17,0,3,1,48,481274,0,85881,2004,T80,CON,DS,00065557C,D,4800065557C,1600,2600,,,8,1,0,48,1,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,76059,6,18,6,55,12,2,2
1JCUB7813ET0,1,J,C,U,B,7,8,1,3,E,T,0,48,1,1,2,404,14,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,14,8,2,1,65,64,2,0,0,0,17,0,0,1,0,481275,0,2404,1984,CHK,CHK,4W,000000000,G,00000000000,1010,0,,,1,1,1,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,28,48,5,0,999,999,0,0,0,0,0,75785,6,19,22,1,2,0,1
1HGEJ8251VL0,1,H,G,E,J,8,2,5,1,V,L,0,48,1,1,37,31,2,48,1,0,0,998,1,0,0,0,0,0,0,1,0,0,0,12,12,0,2,1,1,0,0,0,1,8,8,0,8,0,0,0,0,0,17,0,0,1,0,481276,0,37031,1997,UAX,***,CP,000000000,*,00000000000,1032,0,,2526,,1,1,48,1,6,0,0,3,0,1,11,8,0,1,0,0,0,0,11,11,90,5,0,0,999,999,0,0,0,2007,2007,75497,6,19,3,4,8,0,1
JM1TA221XS11,J,M,1,T,A,2,2,1,X,S,1,1,48,1,2,41,47,4,48,2,1,0,998,1,0,0,0,0,0,0,0,6,0,0,14,12,0,4,1,3,0,0,0,1,8,3,1,33,67,26,39,1,3,17,0,0,1,0,481277,0,41047,1995,MIL,***,4D,000000000,*,00000000000,1083,0,,3216,,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,999,999,0,0,0,0,0,78351,6,19,5,28,33,0,1
1HD1BWB116Y0,1,H,D,1,B,W,B,1,1,6,Y,0,48,1,1,72,706,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,9,4,1,1,1,0,0,0,0,0,17,0,0,1,0,481278,0,72706,2006,FSI,***,RS,000000000,*,00000000000,,,1450,,,1,0,48,1,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,999,999,0,0,0,0,0,75417,6,19,1,14,1,0,1
JH2RC50466M2,J,H,2,R,C,5,0,4,6,6,M,2,48,1,1,37,706,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,4,1,1,63,1,0,0,0,0,17,0,0,1,0,481279,0,37706,2006,VCA,***,RS,000000000,*,00000000000,,,750,,,1,0,48,1,6,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,33,28,58,5,999,999,0,0,0,0,0,78610,6,19,12,50,1,0,1
1HD4CAM1X2K1,1,H,D,4,C,A,M,1,X,2,K,1,48,1,1,72,706,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,14,14,0,9,1,3,0,0,0,17,8,1,1,33,1,0,0,0,0,17,0,0,1,0,481280,0,72706,2002,X88,***,RS,000000000,*,00000000000,,,883,,,1,1,48,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,28,5,0,0,999,999,0,0,0,0,0,78223,6,20,18,25,33,0,1
1GCCS14E3M81,1,G,C,C,S,1,4,E,3,M,8,1,48,3,1,20,471,30,92,0,0,0,998,1,0,0,0,0,0,0,1,0,0,0,12,12,0,4,1,3,0,0,0,1,8,8,0,63,14,8,8,14,0,17,0,0,1,0,481281,0,20471,1991,S14,S,PK,000000000,G,00000000000,1083,1179,,,1,1,1,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,90,0,0,999,999,0,0,0,0,0,78223,6,20,1,55,14,1,1
1GCEK19T63Z3,1,G,C,E,K,1,9,T,6,3,Z,3,48,1,3,20,481,31,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,11,11,0,2,1,3,0,0,0,16,8,12,0,65,12,0,0,0,0,17,0,0,1,0,481282,0,20481,2003,SK1,SIL,4C,000000000,G,00000000000,1435,1575,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,28,0,0,0,999,999,0,0,0,2008,2008,77535,6,20,1,45,12,7,2
3D7MR48C55G8,3,D,7,M,R,4,8,C,5,5,G,8,48,2,2,7,482,31,92,0,1,0,998,1,0,0,0,0,0,0,0,5,0,0,5,5,0,4,2,3,0,0,0,5,8,1,1,12,64,38,1,0,0,17,0,0,1,0,481282,0,7482,2005,SQ3,RPC,CW,000000000,D,00000000000,1600,0,,,3,1,1,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,999,999,0,0,0,0,0,77561,6,20,1,45,12,7,2
1FALP4044RF2,1,F,A,L,P,4,0,4,4,R,F,2,48,1,2,12,3,2,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,3,0,0,0,1,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481283,0,12003,1994,MUS,***,CP,000000000,*,00000000000,1013,0,,3055,,1,0,48,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,76705,6,20,15,35,12,2,2
2HGES16334H6,2,H,G,E,S,1,6,3,3,4,H,6,48,2,1,37,31,4,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,4,12,1,63,65,12,0,0,0,17,0,0,1,0,481283,0,37031,2004,UDV,***,4D,000000000,*,00000000000,1031,0,,0,,1,0,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,28,58,1,0,999,999,0,0,0,0,0,76531,6,20,15,35,12,2,2
1FTSW21R08EC,1,F,T,S,W,2,1,R,0,8,E,C,48,1,2,12,481,31,48,3,0,1,998,1,0,0,0,1,0,0,0,0,0,0,99,99,0,9,1,1,0,0,0,3,8,8,0,8,0,0,0,0,0,17,0,0,1,0,481284,0,12481,2008,F2S,SRW,CW,000000000,D,00000000000,1560,1720,,,2,1,0,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,76640,6,20,15,3,8,0,1
1HD1CGP146K4,1,H,D,1,C,G,P,1,4,6,K,4,48,1,1,72,706,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,1,8,1,1,64,31,32,1,0,0,17,0,0,1,0,481285,0,72706,2006,20C,***,RS,000000000,*,00000000000,,,1200,,,1,0,48,1,6,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,999,999,0,0,0,0,0,79703,6,20,23,23,31,0,1
1FAFP42X63F3,1,F,A,F,P,4,2,X,6,3,F,3,48,1,1,12,3,2,48,2,0,0,89,1,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1,2,0,0,0,1,8,21,1,65,67,21,0,0,0,17,0,0,1,0,481286,0,12003,2003,MGT,***,CP,000000000,*,00000000000,1013,0,,3114,,1,1,48,1,6,0,0,3,0,0,0,0,1,0,0,0,0,1,11,11,28,5,0,0,999,999,0,0,0,2007,2007,79119,6,20,1,9,21,0,1
1FTDX17W3VKD,1,F,T,D,X,1,7,W,3,V,K,D,48,1,1,12,481,31,48,1,1,0,998,1,0,0,0,0,0,0,0,3,0,0,3,3,0,4,1,3,0,0,0,17,8,1,1,64,42,1,0,0,0,17,0,0,1,0,481287,0,12481,1997,F15,COF,3C,000000000,G,00000000000,1390,1570,,,1,1,1,48,1,6,6,0,3,3,0,0,0,1,0,0,0,0,0,0,0,28,5,0,0,999,999,0,0,0,0,0,78041,6,20,19,45,42,0,1
1FMRU15LX1LA,1,F,M,R,U,1,5,L,X,1,L,A,48,1,1,12,422,15,48,2,2,0,998,1,0,0,0,0,0,0,0,1,0,0,12,3,0,6,1,2,0,0,0,1,4,1,1,63,27,53,65,1,24,17,0,0,1,0,481288,0,12422,2001,EPT,***,UT,000000000,*,00000000000,1191,0,,4886,,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,5,0,999,999,0,0,0,0,0,75904,6,21,3,28,27,0,1
JT2ST07NXR00,J,T,2,S,T,0,7,N,X,R,0,0,48,1,1,49,33,2,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,43,1,65,67,43,0,0,0,17,0,0,1,0,481289,0,49033,1994,CGF,***,2L,000000000,*,00000000000,999,0,,2640,,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,999,999,0,0,0,0,0,76262,6,21,11,10,43,0,1
JYARJ04E1YA0,J,Y,A,R,J,0,4,E,1,Y,A,0,48,1,1,76,705,80,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,17,8,12,1,65,12,0,0,0,0,17,0,0,1,0,481290,0,76705,2000,R6L,***,RS,000000000,*,00000000000,,,599,,,1,0,48,1,6,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,28,51,0,0,999,999,0,0,0,0,0,76137,6,21,12,46,12,2,2
JA4LS31R62J0,J,A,4,L,S,3,1,R,6,2,J,0,48,2,6,52,401,14,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,3,0,0,0,17,8,12,0,12,0,0,0,0,0,17,0,0,1,0,481290,0,52401,2002,MNS,***,UT,000000000,*,00000000000,1073,0,,3970,,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,76234,6,21,12,46,12,2,2
1HFSC3908XA1,1,H,F,S,C,3,9,0,8,X,A,1,48,1,1,37,706,80,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,17,8,1,1,63,67,1,0,0,0,17,0,0,1,0,481291,0,37706,1999,V3W,***,RS,000000000,*,00000000000,,,1099,,,1,1,48,1,6,0,0,3,0,0,0,0,1,0,0,0,1,0,3,3,28,5,39,1,999,999,0,0,0,2008,2008,76266,6,21,2,45,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,48,1,1,99,999,99,99,9,0,0,998,1,0,0,0,0,0,0,1,0,0,0,12,12,0,9,1,1,0,0,0,1,8,9,0,9,0,0,0,0,0,17,0,0,1,0,481292,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,1,99,9,9,9,9,9,9,0,0,0,0,99,99,99,99,99,99,99,6,90,5,0,999,999,0,0,0,9999,9999,99999,6,21,6,58,9,0,1
2FMZA51656BA,2,F,M,Z,A,5,1,6,5,6,B,A,48,1,2,12,443,20,48,1,2,0,998,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,17,4,1,1,65,64,1,1,1,0,17,0,0,1,0,481293,0,12443,2006,FRE,***,SV,000000000,*,00000000000,1208,0,,4275,,1,1,48,1,6,0,0,3,0,1,11,0,0,0,0,0,0,0,0,0,28,58,5,0,999,999,0,0,0,0,0,77091,6,21,20,29,1,0,1
1FTYR44U42PA,1,F,T,Y,R,4,4,U,4,2,P,A,48,1,1,12,471,30,48,1,2,0,70,1,0,0,0,0,0,0,0,5,0,0,13,13,0,6,1,2,0,0,0,17,4,1,1,63,65,64,1,1,19,17,0,0,1,0,481294,0,12471,2002,RNS,RNG,4C,000000000,G,00000000000,1257,0,,,1,1,1,48,1,6,0,0,3,0,0,0,0,1,0,0,0,2,1,3,11,28,5,58,0,999,999,0,0,0,2008,2006,77389,6,21,2,35,1,0,1
1G6KD54Y7WU7,1,G,6,K,D,5,4,Y,7,W,U,7,48,1,1,19,3,4,40,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,8,8,0,8,0,0,0,0,0,17,0,0,1,0,481295,0,19003,1998,DFW,***,4D,000000000,*,00000000000,1138,0,,4012,,1,1,40,1,6,0,0,3,0,72,0,0,0,0,2,1,0,0,5,5,5,0,0,0,180,69,0,0,0,2009,2008,74743,6,21,0,59,8,0,1
1FTRX12WX6KB,1,F,T,R,X,1,2,W,X,6,K,B,48,1,3,12,481,31,48,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,1,0,0,1,8,2,1,65,64,38,42,2,0,17,0,0,1,0,481296,0,12481,2006,F15,COF,4C,000000000,G,00000000000,1450,0,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,257,68,0,0,0,0,0,76272,6,21,6,43,38,0,1
1GKEC13V05R1,1,G,K,E,C,1,3,V,0,5,R,1,48,1,2,23,421,15,48,1,2,0,998,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,2,0,0,0,9,4,1,1,63,1,1,1,0,0,17,0,0,1,0,481297,0,23421,2005,YUK,YUK,4W,000000000,G,00000000000,1160,0,,,2,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,58,85,0,999,999,0,0,0,0,0,77327,6,21,11,25,1,0,1
1GCEK19T8XZ1,1,G,C,E,K,1,9,T,8,X,Z,1,48,1,1,20,481,31,48,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,1,1,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,481298,0,20481,1999,SK1,SIL,3C,000000000,G,00000000000,1435,1575,,,2,1,1,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,999,999,0,0,0,0,0,75656,6,21,5,2,8,0,1
1J4FJ78S6VL5,1,J,4,F,J,7,8,S,6,V,L,5,48,1,2,2,404,14,48,2,2,0,998,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,2,0,0,0,1,8,1,1,65,1,1,0,0,0,17,0,0,1,0,481299,0,2404,1997,CTY,CHK,4W,000000000,G,00000000000,1014,0,,,1,1,0,48,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,999,999,0,0,0,0,0,76458,6,21,22,0,1,0,1
1FMDU83WX3ZA,1,F,M,D,U,8,3,W,X,3,Z,A,48,1,3,12,401,14,48,2,2,0,998,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,0,0,1,4,1,2,65,64,63,1,1,1,17,0,0,1,0,481300,0,12401,2003,EPR,***,UT,000000000,*,00000000000,1137,0,,4094,,1,0,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,28,58,1,0,999,999,0,0,0,0,0,76708,6,21,10,56,1,0,1
