VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
JA3AY26C51U0,J,A,3,A,Y,2,6,C,5,1,U,0,1,1,1,52,35,4,1,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,1,0,12,1,12,0,0,0,0,0,17,0,0,1,0,10001,0,52035,2001,MES,***,4D,000000000,*,00000000000,984,0,,2437,,1,0,1,1,6,0,0,3,0,0,0,0,0,1,1,0,0,0,5,4,38,0,0,0,155,74,0,0,0,2008,2007,35550,1,2,18,15,12,5,2
3GNEC13T92G2,3,G,N,E,C,1,3,T,9,2,G,2,1,2,1,20,482,31,1,1,0,0,65,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10001,0,20482,2002,CAV,AVL,CW,000000000,G,00000000000,1300,0,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,69,0,0,0,0,0,35148,1,2,18,15,12,5,2
2B3HD46R62H2,2,B,3,H,D,4,6,R,6,2,H,2,1,1,1,7,41,4,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,0,9,0,9,0,0,0,0,0,17,0,0,1,0,10002,0,7041,2002,ISE,***,4D,000000000,*,00000000000,1130,0,,3373,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,74,0,0,0,0,0,36576,1,1,20,0,9,0,1
1G1JC12FX472,1,G,1,J,C,1,2,F,X,4,7,2,1,1,2,20,16,2,1,2,2,0,75,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,1,0,12,2,65,12,64,1,3,0,17,0,0,1,0,10003,0,20016,2004,CAV,***,CP,000000000,*,00000000000,1041,0,,2617,,1,0,1,1,6,0,0,3,0,0,0,0,1,0,2,0,4,1,8,1,5,28,0,0,225,71,0,0,0,2007,2006,36264,1,1,15,59,12,2,2
1N4AL11D72C2,1,N,4,A,L,1,1,D,7,2,C,2,1,2,1,35,47,4,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10003,0,35047,2002,ABS,***,4D,000000000,*,00000000000,1102,0,,2873,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,64,0,0,0,0,0,36203,1,1,15,59,12,2,2
2FTRF17W94CA,2,F,T,R,F,1,7,W,9,4,C,A,1,1,1,12,481,31,1,1,0,1,50,1,0,0,0,1,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,1,0,12,1,63,65,12,62,64,0,17,0,0,1,0,10004,0,12481,2004,HER,COF,PK,000000000,G,00000000000,1200,0,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,200,71,0,0,0,0,0,36318,1,3,8,40,12,5,2
1FTRW07L01KE,1,F,T,R,W,0,7,L,0,1,K,E,1,2,2,12,481,31,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10004,0,12481,2001,F1S,COF,CW,000000000,G,00000000000,1385,0,,,2,1,0,1,1,6,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,74,0,0,0,0,0,36311,1,3,8,40,12,5,2
1D7HU16N33J5,1,D,7,H,U,1,6,N,3,3,J,5,1,1,1,7,482,31,1,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,38,1,64,34,38,63,0,0,17,0,0,1,0,10005,0,7482,2003,S15,RPC,PK,000000000,G,00000000000,1205,1405,,,2,1,1,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,190,71,0,0,0,0,0,35610,1,3,0,5,34,0,1
1N4AL11D15C2,1,N,4,A,L,1,1,D,1,5,C,2,1,1,1,35,47,4,1,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,4,4,0,6,2,2,0,0,0,1,0,12,1,65,12,64,0,0,0,17,0,0,1,0,10006,0,35047,2005,ASL,***,4D,000000000,*,00000000000,1102,0,,2915,,1,0,1,1,6,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,95,62,0,0,0,0,0,35987,1,6,14,50,12,5,2
2FMDA5144TBA,2,F,M,D,A,5,1,4,4,T,B,A,1,2,1,12,442,20,1,2,0,0,30,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10006,0,12442,1996,WWG,WIN,ES,000000000,G,00000000000,1207,0,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,0,155,68,0,0,0,2006,2006,35031,1,6,14,50,12,5,2
1N4AB41D5WC7,1,N,4,A,B,4,1,D,5,W,C,7,1,1,1,35,43,4,1,1,0,0,80,1,0,0,0,0,0,0,0,0,0,0,13,13,0,6,1,2,0,0,0,17,0,42,1,64,67,42,0,0,0,17,0,0,1,0,10007,0,35043,1998,EXE,***,4D,000000000,*,00000000000,998,0,,2353,,1,0,1,1,6,0,0,3,0,0,0,0,1,0,1,1,1,0,10,9,0,0,0,0,180,74,0,0,0,2008,2008,35586,1,7,5,30,42,0,1
1J4GW68N4XC7,1,J,4,G,W,6,8,N,4,X,C,7,1,1,1,2,404,14,1,2,0,0,999,1,0,0,0,0,0,0,1,0,0,0,12,12,0,4,1,1,0,0,0,99,0,8,0,63,8,0,0,0,0,17,0,0,1,0,10008,0,2404,1999,LMT,GCK,4W,000000000,G,00000000000,1059,0,,,1,1,0,1,1,2,0,0,2,0,7,0,0,9,0,2,0,0,0,3,6,90,0,0,0,120,64,0,0,0,2008,2006,36203,1,7,19,50,8,0,1
1FTNW21P54EA,1,F,T,N,W,2,1,P,5,4,E,A,1,1,1,12,481,31,1,1,1,0,55,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,2,0,0,0,17,0,1,1,63,64,1,0,0,0,17,0,0,1,0,10009,0,12481,2004,F2S,SRW,CW,000000000,D,00000000000,1562,1724,,,2,1,1,1,1,6,0,0,3,0,0,0,0,1,1,2,1,0,0,5,3,5,0,0,0,130,67,0,0,0,2007,2006,35453,1,8,17,48,1,0,1
2FTZF0725YCA,2,F,T,Z,F,0,7,2,5,Y,C,A,1,1,3,12,481,31,1,1,0,0,85,1,0,0,0,0,0,0,1,0,0,0,12,12,0,4,1,1,0,0,0,5,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10010,0,12481,2000,F15,COF,PK,000000000,G,00000000000,1195,0,,,1,1,1,1,1,6,0,0,3,0,1,7,0,1,0,0,0,1,0,6,6,5,3,90,91,145,67,0,0,0,2006,2006,36522,1,9,21,30,12,1,2
1FMDU64EXYUB,1,F,M,D,U,6,4,E,X,Y,U,B,1,2,3,12,401,14,1,2,2,0,75,1,0,0,0,0,0,0,0,5,0,0,6,6,0,6,2,2,0,0,0,1,0,1,3,12,64,1,1,1,42,17,0,0,1,0,10010,0,12401,2000,EPR,***,UT,000000000,*,00000000000,1116,0,,3970,,1,0,1,1,6,0,0,3,0,0,0,0,0,1,0,0,3,0,9,8,0,0,0,0,138,66,0,0,0,2008,2007,36695,1,9,21,30,12,1,2
2GCEK19T5Y11,2,G,C,E,K,1,9,T,5,Y,1,1,1,1,1,20,481,31,1,2,0,0,82,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,1,2,0,0,0,17,0,42,1,64,63,42,0,0,0,17,0,0,1,0,10011,0,20481,2000,SK1,SIL,PC,000000000,G,00000000000,1435,1575,,,2,1,0,1,1,6,0,0,3,0,0,0,0,1,2,2,0,1,0,1,9,58,0,0,0,110,63,0,0,0,2008,2006,36344,1,13,9,5,42,0,1
1GNDM15Z3KB1,1,G,N,D,M,1,5,Z,3,K,B,1,1,1,3,20,441,20,92,0,2,0,45,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,17,0,42,1,63,64,42,1,0,0,17,0,0,1,0,10012,0,20441,1989,AST,***,SV,000000000,*,00000000000,1110,0,,3268,,1,1,13,1,1,0,0,2,0,0,0,0,0,98,2,1,0,0,9,9,5,58,0,0,245,75,0,0,0,2007,2007,35045,1,15,14,45,42,0,1
2G2WP5427413,2,G,2,W,P,5,4,2,7,4,1,3,1,1,1,22,20,4,1,2,0,0,17,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,18,0,13,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10013,0,22020,2004,GPG,***,4D,000000000,*,00000000000,1105,0,,3477,,1,0,1,1,1,0,0,2,1,75,0,0,0,0,2,0,0,1,11,1,38,92,0,0,200,75,0,0,0,2007,2007,36040,1,15,19,58,12,5,2
2FAFP71V28X1,2,F,A,F,P,7,1,V,2,8,X,1,1,2,1,12,16,4,1,3,0,0,55,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,2,0,0,0,1,0,30,1,12,63,30,0,0,0,17,0,0,1,0,10013,0,12016,2008,CVP,***,4D,000000000,*,00000000000,1146,0,,0,,1,0,1,1,6,0,0,3,0,0,0,0,0,6,0,0,0,0,11,10,0,0,0,0,130,67,0,0,0,2008,2006,36104,1,15,19,58,12,5,2
1GKEK13T61R1,1,G,K,E,K,1,3,T,6,1,R,1,1,1,1,23,421,15,1,1,2,0,45,1,0,0,0,0,0,0,0,5,0,0,11,11,0,6,1,2,0,1,0,17,0,1,1,61,63,65,63,42,1,17,0,0,1,0,10014,0,23421,2001,YUK,YUK,4W,000000000,G,00000000000,1160,0,,,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,28,0,0,999,999,0,0,0,0,0,35016,1,17,15,0,42,0,1
1GCDC14H3EF3,1,G,C,D,C,1,4,H,3,E,F,3,1,1,2,20,481,31,1,1,0,0,70,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,42,1,63,42,0,0,0,0,17,0,0,1,0,10015,0,20481,1984,C10,C10,PK,000000000,G,00000000000,1175,1315,,,1,1,1,1,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,39,1,0,0,190,70,0,0,0,0,0,36480,1,21,22,45,42,0,1
1GNDS13S5421,1,G,N,D,S,1,3,S,5,4,2,1,1,1,2,20,403,14,1,1,2,0,75,1,0,0,0,0,0,0,0,1,0,0,11,1,0,6,1,2,0,1,0,1,0,1,1,61,65,34,12,1,0,17,0,0,1,0,10016,0,20403,2004,TRL,***,UT,000000000,*,00000000000,1130,0,,4425,,1,1,1,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,28,5,0,0,125,62,0,0,0,0,0,36117,1,21,10,10,34,0,2
4F4YR16VX3TM,4,F,4,Y,R,1,6,V,X,3,T,M,1,2,1,41,471,30,1,1,0,1,60,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,1,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10016,0,41471,2003,3CP,B30,PC,000000000,F,00000000000,1257,0,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,72,0,0,0,0,0,36330,1,21,10,10,34,0,2
1G1ND52J53M5,1,G,1,N,D,5,2,J,5,3,M,5,1,1,2,20,37,4,1,1,0,0,35,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,3,0,12,2,12,64,0,0,0,0,17,0,0,1,0,10017,0,20037,2003,MAL,***,4D,000000000,*,00000000000,1070,0,,3106,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,185,65,6,0,0,0,0,36778,1,22,8,38,12,5,2
JM3LW28J0405,J,M,3,L,W,2,8,J,0,4,0,5,1,2,3,41,441,20,1,1,0,0,65,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10017,0,41441,2004,MWG,***,SV,000000000,*,00000000000,1118,0,,3794,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,63,0,0,0,0,0,36066,1,22,8,38,12,5,2
2G4WD54L2M19,2,G,4,W,D,5,4,L,2,M,1,9,1,1,2,18,20,4,1,2,2,0,999,1,0,0,0,0,0,0,0,6,0,0,8,1,0,6,1,2,0,0,0,1,0,30,1,37,1,38,30,37,19,17,0,0,1,0,10018,0,18020,1991,RGL,***,4D,000000000,*,00000000000,1075,0,,3158,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,7,2,5,37,0,0,999,999,0,0,0,2008,2006,35601,1,1,0,54,37,0,1
5TBBT4816YS0,5,T,B,B,T,4,8,1,6,Y,S,0,1,1,1,49,482,31,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,9,0,12,1,63,65,12,0,0,0,17,0,0,1,0,10019,0,49482,2000,TXL,TUN,4C,000000000,G,00000000000,1283,0,,,2,1,0,1,1,6,0,0,3,1,0,0,0,0,1,0,0,0,0,4,4,28,0,0,0,170,70,0,0,0,2008,2008,36544,1,14,17,40,12,2,2
1GCGG25V4711,1,G,C,G,G,2,5,V,4,7,1,1,1,2,1,20,461,21,1,3,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10019,0,20461,2007,E25,EXP,CG,000000000,G,00000000000,1350,0,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,66,0,0,0,0,0,36523,1,14,17,40,12,2,2
1HD1GN1136K3,1,H,D,1,G,N,1,1,3,6,K,3,1,1,1,72,706,80,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,18,1,18,63,0,0,0,0,17,0,0,1,0,10020,0,72706,2006,DLI,***,RS,000000000,*,00000000000,,,1450,,,1,1,1,1,6,0,0,2,0,0,0,0,1,0,0,0,1,0,5,5,5,0,0,0,140,69,0,0,0,2007,2007,35603,1,21,22,37,18,0,1
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,37,739,90,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,0,12,1,12,63,0,0,0,0,17,0,0,1,0,10021,0,37739,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,999,999,0,0,0,0,0,36695,1,25,13,45,12,5,2
1GNEK13Z94R1,1,G,N,E,K,1,3,Z,9,4,R,1,1,2,1,20,421,15,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,2,0,0,0,17,5,12,0,12,0,0,0,0,0,17,0,0,1,0,10021,0,20421,2004,KTA,***,UT,000000000,*,00000000000,1160,0,,5050,,1,0,1,1,6,0,0,3,0,0,0,0,1,0,0,0,2,1,12,8,0,0,0,0,185,73,0,0,0,2008,2008,36451,1,25,13,45,12,5,2
5Y2SL63845Z4,5,Y,2,S,L,6,3,8,4,5,Z,4,1,1,1,22,32,6,1,1,2,0,85,1,0,0,0,0,0,0,0,5,0,0,14,12,0,6,1,2,0,0,0,17,0,42,1,63,34,37,67,42,1,17,0,0,1,0,10022,0,22032,2005,VIB,***,4H,000000000,*,00000000000,1024,0,,2700,,1,0,1,1,6,0,0,3,0,0,0,0,1,1,0,0,0,0,9,9,0,0,0,0,140,68,0,0,0,2008,2008,35565,1,26,13,30,34,0,1
1FAFP13P4XW2,1,F,A,F,P,1,3,P,4,X,W,2,1,1,2,12,13,4,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,2,0,0,0,13,0,12,1,12,64,0,0,0,0,17,0,0,1,0,10023,0,12013,1999,ESE,***,4D,000000000,*,00000000000,984,0,,2468,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,180,72,0,0,0,0,0,35124,1,2,12,37,12,5,2
1Z7HC38KX6S6,1,Z,7,H,C,3,8,K,X,6,S,6,1,2,1,52,472,31,1,1,0,0,35,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10023,0,52472,2006,DUR,RAI,CW,000000000,G,00000000000,1313,0,,,2,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,0,0,0,0,0,35124,1,2,12,37,12,5,2
2G1WF52E3591,2,G,1,W,F,5,2,E,3,5,9,1,1,1,3,20,2,4,1,2,0,0,75,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,3,12,0,12,0,0,0,0,0,17,0,0,1,0,10024,0,20002,2005,IMP,***,4D,000000000,*,00000000000,1105,0,,3389,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39,91,0,0,170,71,0,0,0,0,0,35215,1,13,10,25,12,5,2
JT2AE04B2S00,J,T,2,A,E,0,4,B,2,S,0,0,1,2,1,49,32,4,1,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,2,0,0,0,13,0,12,1,12,0,0,0,0,0,17,0,0,1,0,10024,0,49032,1995,COA,***,4D,000000000,*,00000000000,970,0,,2315,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,165,68,0,0,0,2008,2008,35215,1,13,10,25,12,5,2
JTDDY32T4Y00,J,T,D,D,Y,3,2,T,4,Y,0,0,1,1,2,49,33,2,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,2,0,0,0,14,0,12,1,12,12,63,0,0,0,17,0,0,1,0,10025,0,49033,2000,GTF,***,2L,000000000,*,00000000000,1023,0,,2500,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,999,999,0,0,0,0,0,35235,1,16,16,50,12,5,4
JTHBJ46G3721,J,T,H,B,J,4,6,G,3,7,2,1,1,2,3,59,35,4,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,3,2,0,0,0,1,0,12,0,12,12,0,0,0,0,17,0,0,1,0,10025,0,59035,2007,E35,***,4D,000000000,*,00000000000,1093,0,,3600,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,62,0,0,0,0,0,35126,1,16,16,50,12,5,4
1G2WJ12M5RF2,1,G,2,W,J,1,2,M,5,R,F,2,1,3,2,22,20,2,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10025,0,22020,1994,GFS,***,CP,000000000,*,00000000000,1075,0,,3275,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,71,0,0,0,0,0,35126,1,16,16,50,12,5,4
1D7HE28KX5S3,1,D,7,H,E,2,8,K,X,5,S,3,1,4,1,7,472,30,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10025,0,7472,2005,QST,DAK,CW,000000000,G,00000000000,1309,0,,,2,1,0,1,1,6,0,0,3,1,0,0,0,0,1,0,0,4,0,3,5,0,0,0,0,135,67,0,0,0,2007,2006,35126,1,16,16,50,12,5,4
1XP5DB9X5XN5,1,X,P,5,D,B,9,X,5,X,N,5,1,1,1,87,881,66,1,3,0,1,50,1,0,0,0,1,6,97,0,0,0,0,12,12,0,6,1,2,0,2,0,1,0,12,0,12,0,0,0,0,0,17,0,3,1,57,10026,0,87881,1999,379,CON,DS,897747,D,57897747,0,0,,,8,1,0,1,1,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,220,71,0,0,0,0,0,35475,1,12,14,35,12,1,3
JAACL14S7G07,J,A,A,C,L,1,4,S,7,G,0,7,1,2,1,38,471,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,3,2,0,0,0,4,0,12,1,12,12,0,0,0,0,17,0,0,1,0,10026,0,38471,1986,LBD,PUP,PK,000000000,D,00000000000,1179,0,,,1,1,0,1,1,6,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,69,0,0,0,0,0,36750,1,12,14,35,12,1,3
1XPXD49X68D7,1,X,P,X,D,4,9,X,6,8,D,7,1,3,1,87,881,66,1,3,0,1,0,1,0,0,0,1,6,97,0,0,0,0,6,6,0,6,2,2,0,0,0,4,0,12,0,12,0,0,0,0,0,17,0,3,1,57,10026,0,87881,2008,389,CON,DS,1489424,D,571489424,0,0,,,8,1,0,1,1,6,6,0,3,1,0,0,0,0,1,0,0,2,1,8,3,0,0,0,0,240,72,0,0,0,2008,2007,35490,1,12,14,35,12,1,3
JTDDR32T0Y00,J,T,D,D,R,3,2,T,0,Y,0,0,1,1,1,49,33,2,1,2,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,1,2,0,0,0,17,0,42,1,63,64,42,0,0,0,17,0,0,1,0,10027,0,49033,2000,CGF,***,2L,000000000,*,00000000000,1023,0,,2425,,1,1,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,69,0,0,0,0,0,35816,1,9,20,3,42,0,1
JY4AM15YX8C0,J,Y,4,A,M,1,5,Y,X,8,C,0,1,1,1,76,739,90,1,1,1,0,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,1,0,1,1,1,64,0,0,0,0,17,0,0,1,0,10028,0,76739,2008,Y7A,***,AT,000000000,*,00000000000,,,686,,,1,0,1,1,6,0,0,1,0,0,0,0,0,0,2,0,2,0,9,2,0,0,0,0,250,71,0,0,0,2007,2006,35961,1,19,9,34,1,0,1
1FABP46F4EH1,1,F,A,B,P,4,6,F,4,E,H,1,1,1,0,12,4,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,3,2,0,99,99,4,0,8,0,12,8,63,0,0,0,17,0,0,1,0,10029,0,12004,1984,THU,***,2D,000000000,*,00000000000,1040,0,,3069,,0,0,,,,,,,,,,,9,,,,,,,,54,0,0,0,,,99,99,99,,,,1,4,15,0,12,1,2
JN1CA21D1TM4,J,N,1,C,A,2,1,D,1,T,M,4,1,2,3,35,39,4,1,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,12,1,0,6,1,2,0,0,0,1,4,12,0,12,0,0,0,0,0,17,0,0,1,0,10029,0,35039,1996,MGS,***,4D,000000000,*,00000000000,1063,0,,2886,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,89,0,0,0,115,67,0,0,0,2007,2007,36606,1,4,15,0,12,1,2
JT3GN86R4202,J,T,3,G,N,8,6,R,4,2,0,2,1,1,1,49,401,14,1,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,64,0,0,0,0,17,0,0,1,0,10030,0,49401,2002,RUN,***,UT,000000000,*,00000000000,1053,0,,3740,,1,1,1,1,6,0,0,3,0,11,0,0,1,0,1,1,0,1,3,2,5,0,0,0,190,75,0,0,0,2006,2006,36561,1,17,1,15,12,1,2
1FMDU34X0TUC,1,F,M,D,U,3,4,X,0,T,U,C,1,2,3,12,401,14,22,1,2,1,70,1,0,0,0,1,0,0,0,5,0,0,6,6,0,6,2,2,0,0,0,1,0,1,1,12,64,1,1,1,0,17,0,0,1,0,10030,0,12401,1996,EPR,***,UT,000000000,*,00000000000,1115,0,,4189,,1,1,22,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,70,0,0,0,0,0,71241,1,17,1,15,12,1,2
1FMYU02131KE,1,F,M,Y,U,0,2,1,3,1,K,E,1,1,1,12,13,6,1,1,2,0,65,1,0,0,0,0,0,0,0,1,0,0,12,12,0,6,3,2,0,99,99,1,0,12,0,12,12,1,63,0,0,17,0,0,1,0,10031,0,12013,2001,SPE,***,UT,000000000,*,00000000000,1031,0,,3144,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,1,0,5,5,39,0,0,0,110,62,0,0,0,2007,2007,35184,1,22,5,59,12,5,3
JHLRD28411S0,J,H,L,R,D,2,8,4,1,1,S,0,1,2,1,37,402,14,1,2,0,0,15,1,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,3,0,0,0,1,0,12,1,12,63,0,0,0,0,17,0,0,1,0,10031,0,37402,2001,CRV,***,UT,000000000,*,00000000000,1032,0,,3126,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,73,0,0,0,0,0,35466,1,22,5,59,12,5,3
1HGCM56674A0,1,H,G,C,M,5,6,6,7,4,A,0,1,3,1,37,32,4,1,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10031,0,37032,2004,UEX,***,4D,000000000,*,00000000000,1079,0,,0,,1,0,1,1,6,0,0,3,0,0,0,0,0,2,0,0,0,1,6,9,0,0,0,0,196,68,0,0,0,2007,2006,35406,1,22,5,59,12,5,3
1FTEF15N0RNB,1,F,T,E,F,1,5,N,0,R,N,B,1,1,2,12,481,31,1,2,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,27,2,63,27,0,0,0,0,17,0,0,1,0,10032,0,12481,1994,F15,COF,PK,000000000,G,00000000000,1170,1330,,,2,1,1,1,1,1,0,0,2,0,0,0,0,0,3,1,0,0,0,12,5,0,0,0,0,135,67,0,0,0,2008,2006,36571,1,24,4,15,27,0,1
