STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,LGT_COND,WEATHER1,WEATHER2,WRK_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,YEAR,MILEPT,TWAY_ID,TWAY_ID2,RAIL,LATITUDE,LONGITUD,VE_FORMS,WEATHER
12,31,2,2,18,58,2,4,1,0,13,3,0,8,0,2,1,2,2,45,1,1,2,2,2,3,2,2,0,0,99,99,19,1,99,99,0,0,0,0,1,2,0,120156,1510,2009,99999,SR-228,NORMANDY VILLAGE PAR,0000000,30.29494722,-81.77627778,2,2
12,29,2,2,17,16,2,2,0,0,6,4,0,12,5,1,1,1,2,45,2,1,2,2,98,3,1,2,0,0,17,17,17,26,88,88,0,0,0,0,1,2,1,120157,0,2009,99999,CR-351,99999999999999999999,0000000,29.6855,-83.04807778,2,2
12,33,2,2,19,24,1,2,1,0,13,2,0,9,0,1,1,5,4,40,1,1,2,1,28,3,2,1,0,0,99,99,99,99,99,99,0,0,0,0,1,2,1,120158,0,2009,99999,US-29,99999999999999999999,0000000,30.44507222,-87.22726111,1,1
12,121,2,2,18,20,2,3,0,0,3,2,0,12,4,1,1,1,2,60,1,2,2,2,28,3,2,2,0,0,18,31,18,33,88,88,0,0,0,0,2,2,1,120159,0,2009,99999,US-129,99999999999999999999,0000000,30.1583,-82.95812778,2,2
12,71,2,3,23,48,1,2,0,0,16,6,0,33,0,99,4,1,4,35,1,1,2,1,28,3,3,1,0,0,23,49,23,57,88,88,0,0,0,0,2,3,1,120160,1070,2009,99999,2444 MCGREGOR BLVD,MIDPOINT BRIDGE,0000000,26.63183333,-81.88168056,1,1
12,61,2,3,15,18,1,2,1,0,16,6,0,8,0,1,1,2,2,35,1,1,2,1,20,3,1,1,0,0,15,21,15,27,99,99,0,0,0,0,1,3,0,120161,3070,2009,99999,20TH AVENUE,99999999999999999999,0000000,27.63621944,-80.40551944,1,1
12,127,2,3,19,8,1,4,1,0,13,2,0,9,0,2,1,3,3,50,1,1,2,1,28,3,2,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,0,120162,0,2009,99999,US-17,DEERFOOT ROAD,0000000,28.99913333,-81.302775,1,1
12,15,2,4,20,15,1,2,1,0,6,4,0,8,0,8,1,1,2,40,1,1,2,1,28,3,2,1,0,0,20,19,20,23,88,88,0,0,0,0,1,4,1,120163,0,2009,99999,EDGEWATER DRIVE,MIDWAY BLVD.,0000000,26.97362778,-82.13011944,1,1
12,73,2,4,9,40,2,2,1,0,13,2,0,8,0,1,1,2,2,45,1,2,2,1,9,3,1,1,0,0,9,40,9,40,99,99,0,0,0,0,1,4,0,120164,2940,2009,99999,US-27,99999999999999999999,0000000,30.42806944,-84.21690556,1,1
12,11,2,4,11,59,2,3,0,0,12,6,0,12,5,2,1,2,3,40,1,1,2,1,3,3,1,1,0,0,99,99,99,99,99,99,0,20,0,0,1,4,0,120165,672,2009,99999,SAMPLE RD,CORAL RIDGE DR,0000000,26.27284444,-80.282475,2,1
12,11,2,4,7,28,1,2,0,1,12,3,0,1,0,1,1,2,3,65,2,1,1,1,0,0,1,1,0,1,7,30,7,36,99,99,0,0,0,0,1,4,0,120166,672,2009,99999,SR-869,99999999999999999999,0000000,26.24061389,-80.29694722,1,1
12,5,2,3,8,25,3,4,0,1,2,2,0,12,5,2,1,1,4,55,1,1,2,1,3,3,1,1,0,0,8,29,8,36,99,99,0,14,0,0,1,3,0,120168,0,2009,99999,US-231,SR-20,0000000,30.43566389,-85.42742778,3,1
12,33,2,5,2,10,1,1,0,0,16,6,0,38,0,1,4,1,2,35,1,1,2,1,0,0,2,1,0,0,3,3,3,9,88,88,0,0,0,0,1,5,1,120169,0,2009,99999,OAKFIELD DR,99999999999999999999,0000000,30.48883056,-87.255475,1,1
12,105,2,5,23,0,1,3,0,0,6,4,0,33,0,1,4,2,2,45,1,1,2,1,0,0,2,1,0,0,23,1,23,7,99,99,0,0,0,0,2,5,0,120170,0,2009,99999,CR-540A,99999999999999999999,0000000,27.95280556,-81.95678611,1,1
12,99,2,5,6,30,1,2,1,0,15,6,0,8,0,1,1,2,2,35,1,1,2,1,0,0,2,1,0,0,6,30,6,36,88,88,0,0,0,0,1,5,0,120171,290,2009,99999,ST ANDREWS BLVD,99999999999999999999,0000000,26.36974167,-80.1374,1,1
12,81,2,5,22,0,1,2,1,0,6,4,0,8,0,1,2,1,2,40,1,1,2,1,0,0,2,1,0,0,99,99,99,99,99,99,0,0,0,0,1,5,0,120172,0,2009,99999,15TH ST,99999999999999999999,0000000,27.42186111,-82.54671389,1,1
12,97,2,5,23,24,1,1,0,0,13,2,0,30,0,1,3,2,3,55,1,1,2,1,0,0,3,1,0,0,23,26,23,32,88,88,0,0,0,0,1,5,0,120173,0,2009,99999,US-192,99999999999999999999,0000000,28.34696111,-81.61596111,1,1
12,35,2,6,18,55,1,2,0,1,1,1,0,24,0,1,3,2,3,70,1,1,2,1,0,0,2,1,0,0,18,57,19,5,88,88,0,0,0,0,1,6,0,120174,0,2009,99999,I-95,99999999999999999999,0000000,29.49773333,-81.19198056,1,1
12,11,2,6,16,40,1,1,0,1,12,1,0,24,0,5,2,6,1,50,2,2,2,1,28,3,1,1,0,0,16,40,16,51,99,99,0,0,0,0,1,6,0,120175,771,2009,99999,I-595,RED RD,0000000,26.08477778,-80.18746111,1,1
12,51,2,6,22,30,1,2,1,0,16,6,0,8,0,1,1,1,2,45,1,1,2,1,0,0,3,1,0,0,22,30,22,33,99,99,0,0,0,0,1,6,0,120176,1600,2009,99999,COWBOY WAY,99999999999999999999,0000000,26.74688333,-81.44784167,1,1
12,41,2,7,3,15,1,2,0,0,6,4,0,34,0,1,4,1,2,55,1,1,2,1,28,3,2,1,0,0,3,27,3,45,99,99,0,0,0,0,1,7,1,120177,0,2009,99999,CR-340,99999999999999999999,0000000,29.79114167,-82.79669167,1,1
12,11,2,7,22,4,1,1,0,1,11,1,0,1,0,1,3,2,4,70,1,1,2,1,28,3,3,1,0,0,22,4,22,11,99,99,0,0,0,0,1,7,0,120178,2083,2009,99999,I-75,99999999999999999999,0000000,25.97997778,-80.35080556,1,1
12,93,2,7,8,13,1,2,0,0,2,2,0,30,0,1,4,1,2,55,1,1,2,1,28,3,1,1,0,0,8,13,8,24,99,99,0,0,0,0,1,7,1,120179,0,2009,99999,US-98,99999999999999999999,0000000,27.12705556,-80.68198333,1,1
12,129,2,7,16,31,1,2,0,0,6,4,0,1,0,1,1,1,2,55,2,1,2,1,28,3,1,1,0,0,99,99,16,43,99,99,0,0,0,0,1,7,0,120180,0,2009,99999,CR-375,99999999999999999999,0000000,30.08138611,-84.61882222,1,1
12,95,2,7,20,0,2,3,0,0,6,4,0,12,2,1,1,1,2,40,1,1,2,1,28,3,2,1,0,0,20,3,20,6,99,99,0,0,0,0,2,7,2,120181,0,2009,99999,33RD ST,99999999999999999999,0000000,28.50892222,-81.41430833,2,1
12,86,2,7,3,55,1,2,1,1,2,3,0,8,0,1,1,1,2,45,1,1,2,1,28,3,2,1,0,0,99,99,3,56,88,88,0,0,0,0,1,7,0,120182,0,2009,99999,SR-997,99999999999999999999,0000000,25.58121389,-80.47837778,1,1
12,101,2,7,23,10,2,3,0,0,6,4,0,12,2,2,1,3,3,45,1,1,2,1,28,3,3,1,0,0,23,13,23,19,99,99,0,0,0,0,1,7,1,120183,1461,2009,99999,CR-1,BOURBON ST,0000000,28.32451389,-82.66605278,2,1
12,115,2,8,17,11,2,2,0,0,13,2,0,12,4,2,1,2,2,45,1,1,2,1,28,3,1,1,0,0,17,12,17,16,99,99,0,0,0,0,1,1,0,120184,0,2009,99999,US-41,CASS ST,0000000,27.25033333,-82.51370278,2,1
12,86,2,8,20,32,2,2,0,0,13,2,0,12,2,2,1,2,3,40,1,1,2,1,3,3,3,1,0,0,20,32,20,37,99,99,0,0,0,0,1,1,0,120185,0,2009,99999,US-41,SR-985,0000000,25.76119444,-80.36829444,2,1
12,33,2,9,6,0,1,1,0,0,6,4,0,11,0,1,1,1,2,50,2,2,2,2,28,3,1,5,0,0,6,10,6,29,99,99,0,0,0,0,1,2,0,120186,0,2009,99999,CR-182,99999999999999999999,0000000,30.71815278,-87.39304167,1,5
12,86,2,9,12,43,1,3,0,1,12,3,0,39,0,1,4,3,4,55,1,1,2,1,28,3,1,1,0,0,12,45,12,55,99,99,0,0,0,0,1,2,1,120187,1340,2009,99999,SR-826,99999999999999999999,0000000,25.86881389,-80.32290556,1,1
12,119,2,9,14,45,2,3,0,0,3,3,0,12,5,2,1,3,2,55,1,1,2,1,20,3,1,1,0,0,99,99,15,2,99,99,0,0,0,0,1,2,0,120188,0,2009,99999,SR-44,CR-468,0000000,28.82404444,-81.97449722,2,1
12,97,2,9,2,17,2,3,0,0,13,2,0,12,2,2,1,3,2,45,1,1,2,1,3,3,2,1,0,0,2,19,2,22,99,99,0,0,0,0,1,2,1,120189,0,2009,99999,US-17,PLEASANT HILL RD,0000000,28.26046389,-81.43638889,2,1
12,83,2,9,17,30,3,6,0,0,2,3,0,12,1,2,1,1,2,55,1,2,2,1,28,3,1,1,0,0,17,30,17,38,99,99,0,0,0,0,1,2,0,120190,0,2009,99999,SR-40,SW 125TH AVE,0000000,29.17555,-82.32663889,3,1
12,69,2,9,7,30,2,2,0,0,14,3,0,12,5,2,1,3,2,30,1,1,2,1,20,3,1,1,0,0,7,41,7,49,99,99,0,0,0,0,1,2,0,120192,0,2009,99999,SR-19,ORANGE AVE,0000000,28.89175278,-81.68676111,2,1
12,51,2,9,0,9,2,7,0,1,2,2,0,12,7,1,1,2,2,65,1,1,2,1,0,0,2,5,0,0,0,9,0,13,99,99,0,0,0,0,1,2,0,120193,0,2009,99999,US-27,99999999999999999999,0000000,26.75436667,-80.92548611,2,5
12,99,2,10,8,20,2,2,0,0,6,4,0,12,2,2,1,2,3,45,1,1,2,1,3,3,1,1,0,0,8,20,8,26,99,99,0,0,0,0,1,3,1,120194,0,2009,99999,CR-812,EDGECLIFF AVE,0000000,26.58926111,-80.13773889,2,1
12,117,2,10,19,5,1,2,1,0,13,2,0,8,0,1,1,2,2,45,1,1,2,1,0,0,2,1,0,0,19,7,19,13,88,88,0,0,0,0,1,3,0,120195,2770,2009,99999,US-17,99999999999999999999,0000000,28.76743333,-81.28203611,1,1
12,71,2,10,23,10,2,3,0,1,11,1,0,12,5,2,1,2,2,45,1,1,2,1,3,3,3,1,0,0,23,10,23,20,88,88,0,0,0,0,1,3,1,120196,312,2009,99999,I-75,CR-865,0000000,26.33136667,-81.74915556,2,1
12,115,2,10,2,47,2,2,0,0,14,3,0,13,2,1,1,2,3,45,1,1,2,1,0,0,3,1,0,0,2,49,2,53,88,88,0,0,0,0,1,3,1,120197,0,2009,99999,SR-72,ALBERT PL,0000000,27.267325,-82.51611389,2,1
12,99,2,11,5,52,2,2,0,0,14,3,0,12,5,2,1,1,2,35,1,1,2,1,3,3,3,1,0,0,5,56,6,1,88,88,0,0,0,0,1,4,1,120198,1720,2009,99999,SR-802,FEDERAL HWY,0000000,26.61649167,-80.05239167,2,1
12,86,2,11,5,40,1,1,0,1,12,3,0,25,0,5,4,6,2,35,2,2,1,1,0,0,3,1,0,0,5,55,5,56,88,88,0,0,0,0,1,4,0,120199,1340,2009,99999,SR-826,NW 103RD ST,0000000,25.86717222,-80.32322778,1,1
12,97,2,11,13,18,2,3,0,0,6,4,0,12,5,2,1,1,4,40,1,1,2,1,20,3,1,1,0,0,13,19,13,29,99,99,0,0,0,0,1,4,0,120200,0,2009,99999,CR-530,BORINQUEN DR,0000000,28.317825,-81.33193611,2,1
12,75,2,12,22,48,1,4,0,0,6,4,0,42,0,1,6,1,2,35,1,1,1,1,0,0,2,1,0,0,22,52,23,21,99,99,0,0,0,0,1,5,0,120201,0,2009,99999,NW 110TH AVE,99999999999999999999,0000000,29.43184722,-82.95544722,1,1
12,97,2,12,0,53,1,2,0,0,6,4,0,30,0,1,6,1,2,55,2,1,2,1,0,0,3,1,0,0,0,58,1,2,99,99,0,0,0,0,1,5,1,120202,0,2009,99999,POINCIANA BLVD,99999999999999999999,0000000,28.19675278,-81.47113333,1,1
12,95,2,12,5,20,6,6,0,1,1,1,0,1,0,13,1,6,2,65,1,1,2,1,28,3,4,1,0,0,5,30,5,38,88,88,0,14,0,0,1,5,0,120203,0,2009,99999,I-4,SR-417,0000000,28.32591667,-81.55148889,6,1
12,83,2,12,23,35,1,2,0,0,6,4,0,42,0,1,4,1,2,35,1,1,2,1,28,3,2,1,0,0,23,40,23,50,99,99,0,0,0,0,1,5,0,120204,0,2009,99999,CR-464C,99999999999999999999,0000000,29.05130833,-81.92727778,1,1
12,63,2,12,5,50,1,2,0,0,6,4,0,34,0,1,4,1,2,35,1,1,2,1,20,3,1,1,0,0,6,2,6,15,99,99,0,0,0,0,1,5,0,120205,0,2009,99999,OLD SPANISH TRL,99999999999999999999,0000000,30.70914444,-85.077025,1,1
12,57,2,12,21,52,1,1,0,0,6,4,0,34,0,3,4,1,2,25,1,1,2,1,20,3,2,1,0,0,99,99,99,99,88,88,0,0,0,0,1,5,0,120206,0,2009,99999,ELNORA DR,WOODSIDE DR,0000000,27.81935556,-82.28715278,1,1
12,86,2,12,6,30,1,2,1,0,16,6,0,8,0,1,1,2,2,35,2,1,2,1,0,0,4,1,0,0,6,30,6,42,99,99,0,0,0,0,1,5,0,120207,0,2009,99999,NW 210TH ST,99999999999999999999,0000000,25.96944167,-80.21655,1,1
12,105,2,12,19,45,2,2,0,1,13,2,0,12,5,2,1,3,2,55,1,1,2,1,28,3,2,1,0,0,19,47,19,49,99,99,0,0,0,0,1,5,0,120208,0,2009,99999,US-27,LEGACY PARK BLVD,0000000,28.32111667,-81.66942222,2,1
12,17,2,12,20,48,2,5,0,0,6,4,0,12,5,2,1,1,2,30,1,1,5,1,20,3,2,1,0,0,20,51,21,0,99,99,0,0,0,0,3,5,1,120209,0,2009,99999,N VELVETEEN POINT,W HUNTERHILL ST,0000000,28.96216389,-82.55800278,2,1
12,86,2,13,19,27,1,2,1,0,6,4,0,8,0,2,1,2,2,35,1,1,2,1,20,3,3,1,0,0,19,27,19,30,99,99,0,0,0,0,1,6,0,120210,0,2009,99999,NW 95TH ST,NW 5TH AVE,0000000,25.86200833,-80.20562222,1,1
12,11,2,13,23,11,6,11,0,0,14,3,0,12,1,2,1,2,3,45,1,1,2,1,20,3,3,1,0,0,23,13,23,16,99,99,0,0,0,0,2,6,1,120211,1420,2009,99999,SR-848,SR-7,0000000,26.04651389,-80.20905278,6,1
12,71,2,13,13,55,2,2,0,0,13,2,0,12,1,3,1,3,3,55,1,1,2,1,3,3,1,1,0,0,13,56,14,5,99,99,0,0,0,0,1,6,0,120212,0,2009,99999,US-41,VANDENBERG WAY,0000000,,,2,1
12,105,2,13,23,30,1,6,2,0,13,2,0,8,0,1,1,3,3,50,1,1,2,1,28,3,2,1,0,0,23,37,23,44,88,88,0,0,0,0,2,6,0,120213,0,2009,99999,US-17,99999999999999999999,0000000,27.99506389,-81.73766944,1,1
12,81,2,13,0,4,2,3,0,0,2,3,0,12,1,1,1,1,2,60,1,1,2,1,28,3,2,5,0,0,0,5,0,11,99,99,0,0,0,0,1,6,1,120214,0,2009,99999,SR-64,99999999999999999999,0000000,27.47529444,-82.35301111,2,5
12,99,2,14,3,5,3,1,0,0,6,4,0,41,0,1,4,1,2,30,2,1,2,1,28,3,3,1,0,0,3,8,3,15,88,88,0,0,0,0,1,7,1,120216,0,2009,99999,PALMETTO CIRCLE,99999999999999999999,0000000,26.35314722,-80.13838611,1,1
12,19,2,14,99,99,1,1,0,0,6,4,0,38,0,3,4,1,2,35,1,1,2,2,20,3,2,1,0,0,99,99,7,42,88,88,0,0,0,0,1,7,0,120217,0,2009,99999,SILVER SANDS ROAD,SILVER SANDS CIR,0000000,29.79321944,-81.97581667,1,1
12,113,2,14,18,20,1,2,1,0,14,3,0,8,0,3,1,5,5,45,1,1,2,1,0,0,3,1,0,0,18,20,18,25,99,99,0,0,0,0,1,7,0,120218,2070,2009,99999,SR-89,JUSTICE AVENUE,0000000,30.61815,-87.05391667,1,1
12,129,2,14,4,50,1,1,0,0,2,2,0,42,0,1,4,1,2,55,1,1,2,2,28,3,2,2,0,0,4,55,5,7,88,88,0,0,0,0,1,7,0,120219,0,2009,99999,US-319,99999999999999999999,0000000,30.294175,-84.35044167,1,2
12,121,2,14,22,45,1,1,0,0,6,4,0,43,0,1,4,1,2,45,1,1,2,2,0,0,2,1,0,0,22,51,23,3,88,88,0,0,0,0,1,7,1,120220,0,2009,99999,CR-252,99999999999999999999,0000000,30.16138889,-82.80334722,1,1
12,119,2,15,14,46,1,1,0,0,6,4,0,30,0,1,4,1,2,55,2,2,2,1,28,3,1,1,0,0,99,99,99,99,88,88,0,0,0,0,1,1,0,120221,0,2009,99999,CR-468,99999999999999999999,0000000,28.79961111,-81.99255556,1,1
12,55,2,15,12,25,2,3,0,1,13,2,0,12,5,2,1,2,2,15,1,2,2,1,28,3,1,1,0,0,12,26,12,30,99,99,0,0,0,0,1,1,0,120222,0,2009,99999,US-27,SHORELINE DR,0000000,27.26537222,-81.34691944,2,1
12,21,2,15,10,5,1,1,0,0,6,4,0,1,0,2,2,1,2,30,1,1,2,1,20,3,1,1,0,0,10,9,10,11,88,88,0,0,0,0,1,1,0,120223,0,2009,99999,CR-876,EIGHTH ST,0000000,26.23018333,-81.59048056,1,1
12,11,2,15,13,43,2,2,0,1,2,2,0,12,4,4,1,2,2,65,1,1,2,1,20,3,1,1,0,0,13,45,13,59,88,88,0,0,0,0,1,1,0,120224,0,2009,99999,US-27,I-75,0000000,26.24446389,-80.46833056,2,1
12,101,2,16,9,0,3,3,0,0,6,4,0,12,5,4,1,1,2,55,1,1,2,1,20,3,1,1,0,0,9,0,9,6,99,99,0,0,0,0,1,2,0,120225,0,2009,99999,COUNTY LINE RD,RUNYON DR,0000000,28.43379167,-82.53759722,3,1
12,99,2,16,14,39,1,2,0,0,6,4,0,19,0,1,5,1,2,25,1,1,2,1,20,3,1,1,0,0,14,40,14,47,99,99,0,0,0,0,1,2,0,120226,0,2009,99999,LOMBARDY ST,99999999999999999999,0000000,26.54203056,-80.16230556,1,1
12,19,2,16,22,30,1,1,0,0,6,4,0,53,0,1,4,1,2,35,2,1,2,1,28,3,2,1,0,0,23,32,23,40,99,99,0,0,0,0,1,2,1,120227,0,2009,99999,PEPPERGRASS RD,99999999999999999999,0000000,30.05581944,-81.89975,1,1
12,11,2,16,1,15,1,2,0,1,11,1,0,27,0,5,4,6,1,70,2,1,2,1,28,3,3,1,0,0,1,17,1,28,99,99,0,0,0,0,1,2,0,120228,2468,2009,99999,I-75,SR-820,0000000,26.00813611,-80.34019722,1,1
12,83,2,16,5,40,4,6,0,1,1,1,0,24,0,1,4,3,3,70,2,1,2,2,0,0,2,1,0,0,5,42,5,51,99,99,0,0,0,0,1,2,0,120229,0,2009,99999,I-75,99999999999999999999,0000000,29.26696944,-82.19326944,4,1
12,83,2,16,5,43,6,8,1,1,1,1,0,12,1,2,1,3,4,70,1,2,2,1,28,3,3,1,0,0,5,45,5,57,99,99,0,14,0,0,1,2,0,120231,0,2009,99999,I-75,SR-326,0000000,29.26705556,-82.19331389,4,1
12,11,2,17,9,40,2,3,0,1,1,1,0,12,1,1,1,2,2,70,1,1,2,1,28,3,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,0,120232,0,2009,99999,I-75,99999999999999999999,0000000,25.93001944,-80.42505,2,1
12,7,2,18,14,10,2,2,0,0,3,3,0,12,2,1,1,1,2,60,1,1,2,1,28,3,1,1,0,0,14,16,14,24,99,99,0,0,0,0,1,4,0,120233,0,2009,99999,SR-100,99999999999999999999,0000000,29.95815,-82.15839167,2,1
12,95,2,18,4,9,2,2,0,0,6,4,0,12,5,2,1,1,5,40,1,1,2,1,3,3,3,1,0,0,4,11,4,17,99,99,0,0,0,0,1,4,1,120234,0,2009,99999,LANCASTER RD,WINEGARD RD,0000000,28.46540556,-81.38425278,2,1
12,83,2,18,21,21,2,3,0,0,6,4,0,12,8,1,1,1,2,55,2,1,2,1,0,0,2,1,0,0,21,21,21,58,88,88,0,0,0,0,1,4,1,120235,0,2009,99999,CR-42,99999999999999999999,0000000,28.981875,-81.945175,2,1
12,53,2,19,5,45,2,2,0,0,6,4,0,12,2,1,1,1,2,55,1,1,2,1,0,0,2,1,0,0,5,45,5,53,99,99,0,0,0,0,1,5,0,120236,0,2009,99999,CR-572,99999999999999999999,0000000,28.49209722,-82.47524444,2,1
12,115,2,19,2,5,1,2,1,0,14,3,0,8,0,1,1,5,6,45,1,1,2,1,0,0,3,1,0,0,2,8,2,13,88,88,0,0,0,0,1,5,0,120237,0,2009,99999,SR-758,99999999999999999999,0000000,27.298775,-82.48574722,1,1
12,113,2,19,5,55,3,3,0,0,6,4,0,12,8,1,1,1,2,55,1,1,2,1,0,0,2,1,0,0,5,56,6,6,99,99,0,0,0,0,1,5,0,120238,0,2009,99999,CR-197,99999999999999999999,0000000,30.72946111,-87.19603889,3,1
12,31,2,19,2,46,1,1,0,0,16,6,0,1,0,1,1,2,2,45,1,1,2,1,0,0,3,1,0,0,2,46,2,56,88,88,0,0,0,0,1,5,1,120239,1510,2009,99999,ST JOHNS BLUFF RD,99999999999999999999,0000000,30.3203,-81.52351944,1,1
12,103,2,20,19,16,2,4,0,0,6,4,0,12,7,1,1,2,3,45,2,2,2,1,0,0,3,1,0,0,19,16,19,19,99,99,0,0,0,0,1,6,0,120240,0,2009,99999,CR-296,99999999999999999999,0000000,27.87238611,-82.76231111,2,1
12,86,2,20,15,31,1,7,0,0,16,6,0,6,0,1,1,1,4,30,1,1,2,1,0,0,1,1,0,0,15,34,15,47,99,99,0,0,0,0,1,6,0,120241,1340,2009,99999,E 32ND ST,99999999999999999999,0000000,25.85125833,-80.27954444,1,1
12,9,2,21,5,2,1,1,0,1,11,1,0,1,0,1,1,3,2,70,1,1,2,1,0,0,2,1,0,0,5,5,5,11,88,88,0,0,0,0,1,7,0,120242,1896,2009,99999,I-95,99999999999999999999,0000000,27.98750833,-80.62244444,1,1
12,127,2,21,0,52,2,2,0,0,13,2,0,12,2,1,1,2,2,45,1,1,2,1,0,0,3,1,0,0,0,52,0,55,99,99,0,0,0,0,1,7,2,120243,810,2009,99999,US-17,99999999999999999999,0000000,29.05845,-81.30435278,2,1
12,11,2,22,18,21,1,1,0,1,11,1,0,29,0,1,3,3,5,65,1,1,2,1,0,0,2,1,0,0,18,23,18,33,88,88,0,0,0,0,1,1,0,120244,1050,2009,99999,I-95,99999999999999999999,0000000,26.12050278,-80.16891111,1,1
12,95,2,22,3,23,1,2,1,0,13,3,0,8,0,2,1,3,3,50,1,1,2,1,3,3,3,1,0,0,3,25,3,29,88,88,0,0,0,0,1,1,0,120245,2360,2009,99999,SR-435,MAJOR BLVD,0000000,28.47797222,-81.45894722,1,1
12,5,2,22,18,58,1,4,1,1,13,3,0,8,0,1,1,2,2,55,1,1,2,1,28,3,2,1,0,0,18,59,19,5,99,99,0,0,0,0,1,1,0,120246,0,2009,99999,SR-77,99999999999999999999,0000000,30.32064167,-85.65880833,1,1
12,19,2,22,2,15,1,1,0,0,6,4,0,42,0,1,4,1,2,45,1,1,2,1,0,0,2,1,0,0,99,99,99,99,88,88,0,0,0,0,1,1,1,120247,0,2009,99999,CR-218,99999999999999999999,0000000,30.09799444,-81.95281389,1,1
12,85,2,22,16,31,1,2,0,1,1,1,0,42,0,1,3,2,3,70,1,1,2,1,28,3,1,1,0,0,16,31,16,41,99,99,0,0,0,0,2,1,0,120248,0,2009,99999,I-95,99999999999999999999,0000000,27.12728611,-80.34061389,1,1
12,43,2,22,17,30,1,1,0,0,6,4,0,34,0,1,4,1,2,45,2,1,2,1,0,0,1,1,0,0,17,36,17,54,88,88,0,0,0,0,1,1,0,120249,0,2009,99999,CR-720,99999999999999999999,0000000,26.80128056,-80.97827222,1,1
12,33,2,22,18,40,1,2,0,0,16,6,0,38,0,1,4,1,2,55,1,2,2,1,28,3,2,1,0,0,18,43,18,59,99,99,0,0,0,0,1,1,0,120250,0,2009,99999,JACKS BRANCH RD,99999999999999999999,0000000,30.66637222,-87.3925,1,1
12,86,2,22,6,32,1,1,0,1,12,3,0,25,0,1,4,3,4,55,1,2,2,1,28,3,1,1,0,0,99,99,6,27,88,88,0,0,0,0,1,1,0,120251,2010,2009,99999,SR-836,99999999999999999999,0000000,25.78445556,-80.23640833,1,1
12,1,2,23,14,25,1,2,0,0,6,4,0,27,0,1,4,1,2,55,1,1,2,1,28,3,1,1,0,0,14,31,14,38,99,99,0,0,0,0,1,2,0,120252,0,2009,99999,CR-241,99999999999999999999,0000000,29.64041389,-82.523825,1,1
12,101,2,23,7,35,2,3,0,0,6,4,0,12,4,1,1,1,2,50,1,1,2,1,28,3,1,1,0,0,7,39,7,46,99,99,0,0,0,0,1,2,0,120254,0,2009,99999,CR-535,99999999999999999999,0000000,28.25586389,-82.14616944,2,1
12,57,2,23,7,13,1,2,1,0,13,2,0,8,0,1,1,2,2,45,1,1,2,1,28,3,1,1,0,0,7,14,7,18,88,88,0,0,0,0,1,2,0,120255,0,2009,99999,US-41,99999999999999999999,0000000,28.06365278,-82.45116944,1,1
12,31,2,24,7,22,2,2,0,0,16,6,0,12,5,2,1,2,2,35,1,1,2,1,20,3,1,1,0,0,7,22,7,28,99,99,0,0,0,0,1,3,0,120256,1510,2009,99999,GATE PARKWAY,POINTE MEADOWS DR,0000000,30.23669444,-81.51900556,2,1
12,103,2,24,20,34,2,4,0,1,11,1,0,24,0,1,4,2,4,65,2,2,2,1,0,0,3,1,0,0,20,43,20,48,99,99,0,20,0,0,1,3,0,120257,2730,2009,99999,I-275,99999999999999999999,0000000,27.78434167,-82.66216389,2,1
12,127,2,25,21,30,2,2,0,0,6,4,0,12,2,2,1,1,2,35,1,1,2,1,20,3,2,1,0,0,21,34,21,36,88,88,0,0,0,0,1,4,0,120258,0,2009,99999,OLD DAYTONA RD,AMELIA AVE,0000000,29.05738889,-81.30024444,2,1
12,57,2,25,99,99,1,2,1,1,1,1,0,8,0,13,1,6,1,55,2,1,1,1,28,3,2,1,0,0,6,7,6,18,99,99,0,0,0,0,1,4,0,120259,2950,2009,99999,I-75,SR-618,0000000,27.9119,-82.33768056,1,1
12,57,2,25,20,5,2,5,0,0,13,3,0,12,5,2,1,5,6,45,1,1,2,1,28,3,3,1,0,0,20,6,20,11,99,99,0,0,0,0,1,4,0,120260,0,2009,99999,SR-580,BROAD ST,0000000,28.016775,-82.50503056,2,1
12,95,2,25,0,12,1,3,0,0,6,4,0,42,0,1,4,2,2,30,2,1,2,1,28,3,3,1,0,0,0,21,0,28,99,99,0,0,0,0,1,4,1,120262,0,2009,99999,WOODBURY RD,99999999999999999999,0000000,28.53668889,-81.19417222,1,1
12,33,2,26,22,0,1,4,3,0,6,4,0,8,0,1,1,1,2,45,1,1,2,1,28,3,2,1,0,0,22,1,22,10,99,99,0,0,0,0,2,5,0,120263,0,2009,99999,CR-95A,99999999999999999999,0000000,30.59970556,-87.312275,1,1
